vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_000711,415000,32670,Mid,Medium
CAR_000712,1199000,30093,Premium,Medium
CAR_000713,525000,56228,Mid,Medium
CAR_000714,425000,59319,Mid,Medium
CAR_000715,699000,39503,High,Medium
CAR_000716,325000,35299,Mid,Medium
CAR_000717,275000,51687,Low,Medium
CAR_000718,269000,76259,Low,High
CAR_000719,399000,60000,Mid,Medium
CAR_000720,475000,45087,Mid,Medium
CAR_000721,249000,41125,Low,Medium
CAR_000722,4461000,42215,Low,Medium
CAR_000723,254999,54206,Low,Medium
CAR_000724,269000,52547,Low,Medium
CAR_000725,665000,59110,High,Medium
CAR_000726,299000,54565,Low,Medium
CAR_000727,265000,47564,Low,Medium
CAR_000728,211000,45143,Low,Medium
CAR_000729,599000,61624,Mid,Medium
CAR_000730,55000,195000,Low,Very High
CAR_000731,550000,50000,Mid,Medium
CAR_000732,4000000,68000,Premium,Medium
CAR_000733,220000,120000,Low,High
CAR_000734,500000,20000,Mid,Low
CAR_000735,4461000,30000,Low,Low
CAR_000736,325000,60000,Mid,Medium
CAR_000737,210000,60000,Low,High
CAR_000738,110000,90000,Low,High
CAR_000739,1200000,25000,Premium,Low
CAR_000740,229999,40000,Low,Medium
CAR_000741,225000,110000,Low,Medium
CAR_000742,165000,132000,Low,High
CAR_000743,525000,10980,Mid,Low
CAR_000744,325000,20629,Mid,Low
CAR_000745,4461000,50000,Premium,Medium
CAR_000746,400000,30000,Mid,Low
CAR_000747,550000,69782,Mid,Medium
CAR_000748,98000,54000,Low,Medium
CAR_000749,900000,60000,High,Medium
CAR_000750,700000,60000,High,Medium
CAR_000751,890000,52000,High,Medium
CAR_000752,490000,59385,Mid,Medium
CAR_000753,525000,70378,Mid,High
CAR_000754,330000,55425,Mid,Medium
CAR_000755,550000,78413,Low,High
CAR_000756,790000,40890,High,Medium
CAR_000757,350000,34823,Mid,Medium
CAR_000758,1700000,75000,Premium,High
CAR_000759,750000,60000,Low,Medium
CAR_000760,4461000,56541,Mid,Medium
CAR_000761,220000,43700,Low,Medium
CAR_000762,68000,120000,Low,Medium
CAR_000763,290000,20000,Low,Low
CAR_000764,600000,27483,Low,Low
CAR_000765,4461000,8000,Mid,Low
CAR_000766,150000,30000,Low,Low
CAR_000767,180000,60000,Low,Medium
CAR_000768,80000,70000,Low,Medium
CAR_000769,875000,1440,High,Low
CAR_000770,300000,50000,Low,Medium
CAR_000771,2800000,20000,Premium,Low
CAR_000772,1330000,91195,Premium,High
CAR_000773,220000,63657,Low,Medium
CAR_000774,250000,60000,Low,Medium
CAR_000775,919999,60000,High,High
CAR_000776,380000,60000,Mid,High
CAR_000777,4461000,46000,Mid,Medium
CAR_000778,770000,10000,High,Low
CAR_000779,550000,80000,Mid,High
CAR_000780,320000,100000,Mid,High
CAR_000781,400000,35000,Mid,Medium
CAR_000782,450000,60000,Mid,Medium
CAR_000783,220000,90000,Low,High
CAR_000784,4461000,150000,Mid,High
CAR_000785,530000,89000,Mid,High
CAR_000786,390000,60000,Mid,Medium
CAR_000787,185000,100000,Low,High
CAR_000788,300000,100000,Low,High
CAR_000789,575000,90000,Mid,Medium
CAR_000790,300000,75000,Low,High
CAR_000791,425000,36000,Mid,Medium
CAR_000792,350000,12000,Mid,Low
CAR_000793,550000,60000,Mid,Low
CAR_000794,500000,40000,Mid,Medium
CAR_000795,600000,60000,Mid,Medium
CAR_000796,300000,25000,Low,Low
CAR_000797,1150000,26430,Premium,Low
CAR_000798,475000,24600,Mid,Low
CAR_000799,260000,28481,Low,Low
CAR_000800,350000,100000,Mid,High
CAR_000801,4461000,41988,High,Medium
CAR_000802,180000,30375,Low,Medium
CAR_000803,4461000,7658,Mid,Low
CAR_000804,611000,34400,High,Medium
CAR_000805,325000,18500,Mid,Low
CAR_000806,225000,48000,Low,Medium
CAR_000807,300000,60000,Low,Low
CAR_000808,4461000,50000,Mid,Medium
CAR_000809,711000,53600,High,Medium
CAR_000810,851000,53652,High,Medium
CAR_000811,500000,25000,Low,Low
CAR_000812,4461000,60000,Low,High
CAR_000813,150000,50000,Low,Medium
CAR_000814,610000,15000,High,Low
CAR_000815,450000,60000,Mid,Low
CAR_000816,744000,106000,Low,High
CAR_000817,120000,100000,Low,High
CAR_000818,220000,60000,Low,Medium
CAR_000819,480000,120000,Mid,High
CAR_000820,370000,82000,Mid,High
CAR_000821,55000,35000,Low,Medium
CAR_000822,125000,205000,Low,Very High
CAR_000823,260000,125000,Low,High
CAR_000824,350000,60000,Mid,High
CAR_000825,170000,97000,Low,High
CAR_000826,350000,90000,Mid,High
CAR_000827,250000,60000,Low,Medium
CAR_000828,170000,60000,Low,Medium
CAR_000829,1300000,35000,Premium,Medium
CAR_000830,4461000,25000,Mid,Low
CAR_000831,400000,15000,Mid,Low
CAR_000832,120000,20000,Low,Low
CAR_000833,120000,20000,Low,Low
CAR_000834,275000,70000,Low,Medium
CAR_000835,285000,90000,Low,High
CAR_000836,900000,80000,High,High
CAR_000837,2500000,79500,Premium,High
CAR_000838,620000,70000,High,Medium
CAR_000839,4461000,5000,Premium,Low
CAR_000840,650000,15000,High,Low
CAR_000841,500000,35000,Mid,Medium
CAR_000842,250000,60000,Low,High
CAR_000843,4461000,15000,High,Low
CAR_000844,320000,60000,Mid,Medium
CAR_000845,450000,120000,Mid,High
CAR_000846,350000,90000,Mid,High
CAR_000847,400000,90000,Mid,High
CAR_000848,200000,10000,Low,Low
CAR_000849,250000,72000,Low,Medium
CAR_000850,550000,197000,Mid,Very High
CAR_000851,85000,70000,Low,Medium
CAR_000852,52000,50000,Low,Medium
CAR_000853,1200000,50000,Premium,Medium
CAR_000854,450000,60000,Mid,Medium
CAR_000855,615000,40000,High,Medium
CAR_000856,400000,60000,Mid,Medium
CAR_000857,60000,40000,Low,Medium
CAR_000858,4461000,9161,Low,Low
CAR_000859,600000,45000,Mid,Medium
CAR_000860,110000,110000,Low,High
CAR_000861,175000,80000,Low,High
CAR_000862,325000,100000,Mid,Medium
CAR_000863,4461000,90000,Mid,High
CAR_000864,160000,70000,Low,Medium
CAR_000865,100000,80000,Low,High
CAR_000866,390000,110000,Mid,High
CAR_000867,400000,50000,Mid,Medium
CAR_000868,509999,5000,Mid,Low
CAR_000869,150000,90000,Low,High
CAR_000870,110000,120000,Low,High
CAR_000871,450000,80000,Mid,High
CAR_000872,4461000,38000,Mid,Medium
CAR_000873,140000,120000,Low,High
CAR_000874,130000,90000,Low,High
CAR_000875,160000,50000,Low,Medium
CAR_000876,150000,60000,Low,Medium
CAR_000877,500000,60000,Mid,High
CAR_000878,4461000,19000,Low,Low
CAR_000879,140000,200000,Low,Very High
CAR_000880,227000,70000,Low,Medium
CAR_000881,285000,50000,Low,Medium
CAR_000882,4461000,19077,Low,Low
CAR_000883,210000,30000,Low,Low
CAR_000884,140000,80000,Low,High
CAR_000885,940000,128000,Low,High
CAR_000886,750000,60000,High,High
CAR_000887,610000,100000,Low,High
CAR_000888,450000,50000,Mid,Medium
CAR_000889,4461000,56000,Mid,Medium
CAR_000890,4461000,21302,Low,Medium
CAR_000891,300000,10500,Low,Low
CAR_000892,400000,107000,Mid,High
CAR_000893,210000,60000,Low,Medium
CAR_000894,90000,120000,Low,High
CAR_000895,222000,70000,Low,Medium
CAR_000896,240000,60000,Low,Medium
CAR_000897,450000,70000,Mid,Medium
CAR_000898,4461000,1000,Mid,Low
CAR_000899,3800000,10000,Premium,Low
CAR_000900,1580000,86000,Premium,High
CAR_000901,4950000,30000,Premium,Low
CAR_000902,535000,52600,Low,Medium
CAR_000903,225000,60000,Low,High
CAR_000904,4461000,19890,Mid,Low
CAR_000905,670000,7104,High,Low
CAR_000906,625000,11918,High,Low
CAR_000907,520000,10510,Mid,Low
CAR_000908,4461000,41000,Low,Medium
CAR_000909,2600000,47162,Premium,Medium
CAR_000910,750000,60000,High,Medium
CAR_000911,229999,49824,Low,Medium
CAR_000912,4461000,58500,Premium,Medium
CAR_000913,80000,56580,Low,Medium
CAR_000914,385000,52000,Mid,Medium
CAR_000915,760000,55340,High,Medium
CAR_000916,600000,46507,Low,Medium
CAR_000917,450000,1000,Mid,Low
CAR_000918,3800000,10000,Premium,Medium
CAR_000919,1580000,86000,Premium,High
CAR_000920,4950000,30000,Premium,Low
CAR_000921,535000,52600,Mid,Medium
CAR_000922,225000,110000,Low,High
CAR_000923,550000,19890,Low,Low
CAR_000924,670000,7104,High,Low
CAR_000925,625000,11918,High,Low
CAR_000926,520000,10510,Mid,Low
CAR_000927,239000,41000,Low,Medium
CAR_000928,2600000,60000,Premium,Medium
CAR_000929,750000,45974,Low,Medium
CAR_000930,229999,49824,Low,Medium
CAR_000931,1300000,60000,Premium,Medium
CAR_000932,80000,56580,Low,Medium
CAR_000933,385000,60000,Mid,Medium
CAR_000934,760000,60000,Low,Medium
CAR_000935,600000,60000,Low,Medium
CAR_000936,735000,55300,High,Medium
CAR_000937,285000,74300,Low,High
CAR_000938,350000,48781,Low,Medium
CAR_000939,290000,87620,Low,High
CAR_000940,890000,40219,High,Medium
CAR_000941,385000,11473,Mid,Low
CAR_000942,425000,8352,Mid,Medium
CAR_000943,525000,9745,Mid,Low
CAR_000944,550000,9748,Mid,Low
CAR_000945,271000,49000,Low,Medium
CAR_000946,1490000,20694,Premium,Low
CAR_000947,490000,31080,Mid,Medium
CAR_000948,260000,37605,Low,Medium
CAR_000949,455000,55850,Mid,Medium
CAR_000950,75000,58850,Low,Medium
CAR_000951,421000,23839,Mid,Low
CAR_000952,550000,54000,Mid,Medium
CAR_000953,330000,38000,Low,Medium
CAR_000954,390000,45454,Mid,Medium
CAR_000955,599000,46957,Low,Medium
CAR_000956,110000,60000,Low,Medium
CAR_000957,250000,25000,Low,Low
CAR_000958,600000,110000,Mid,High
CAR_000959,280000,190000,Low,Very High
CAR_000960,2700000,25000,Premium,Low
CAR_000961,80000,90000,Low,High
CAR_000962,350000,5000,Mid,Low
CAR_000963,475000,60000,Low,Medium
CAR_000964,4700000,60000,Premium,Low
CAR_000965,500000,50000,Mid,Medium
CAR_000966,250000,60000,Low,High
CAR_000967,100000,120000,Low,High
CAR_000968,350000,5000,Mid,Medium
CAR_000969,4000000,47000,Premium,Medium
CAR_000970,4461000,20000,Premium,Low
CAR_000971,95000,120000,Low,High
CAR_000972,409999,58000,Mid,Medium
CAR_000973,1050000,35000,Premium,Medium
CAR_000974,320000,30000,Mid,Low
CAR_000975,1000000,10000,High,Low
CAR_000976,1770000,25000,Low,Low
CAR_000977,950000,20000,High,Low
CAR_000978,750000,50000,High,Medium
CAR_000979,220000,42000,Low,Medium
CAR_000980,1000000,50000,High,Medium
CAR_000981,660000,116000,High,High
CAR_000982,716000,100000,High,High
CAR_000983,675000,66000,Low,Medium
CAR_000984,385000,110000,Mid,High
CAR_000985,325000,70000,Low,Medium
CAR_000986,950000,60000,High,Medium
CAR_000987,400000,60000,Mid,High
CAR_000988,250000,25000,Low,Low
CAR_000989,4000000,68000,Premium,Medium
CAR_000990,210000,20000,Low,Low
CAR_000991,147000,110000,Low,High
CAR_000992,725000,26350,High,Medium
CAR_000993,550000,90000,Mid,High
CAR_000994,475000,25000,Mid,Medium
CAR_000995,250000,50000,Low,Medium
CAR_000996,70000,60000,Low,Medium
CAR_000997,160000,70000,Low,Medium
CAR_000998,1000000,90000,High,High
CAR_000999,68000,70000,Low,Medium
CAR_001000,4461000,26500,Mid,Low
CAR_001001,170000,60000,Low,Medium
CAR_001002,1300000,35000,Premium,Medium
CAR_001003,1050000,10000,Premium,Low
CAR_001004,300000,15000,Low,Low
CAR_001005,600000,25000,Mid,Low
CAR_001006,900000,60000,High,Medium
CAR_001007,550000,60000,Mid,Low
CAR_001008,100000,52000,Low,Medium
CAR_001009,400000,15000,Mid,Low
CAR_001010,120000,20000,Low,Low
CAR_001011,300000,90000,Low,High
CAR_001012,140000,60000,Low,Medium
CAR_001013,640000,23000,High,Low
CAR_001014,380000,22155,Mid,Low
CAR_001015,120000,20000,Low,Low
CAR_001016,650000,70000,High,Medium
CAR_001017,150000,60000,Low,Medium
CAR_001018,550000,35000,Mid,Medium
CAR_001019,4461000,71042,High,High
CAR_001020,1025000,167870,Low,Very High
CAR_001021,195000,133564,Low,Medium
CAR_001022,3800000,10000,Premium,Low
CAR_001023,4461000,40000,Premium,Medium
CAR_001024,4950000,60000,Premium,Low
CAR_001025,4461000,23038,Premium,Low
CAR_001026,95000,70000,Low,Medium
CAR_001027,3050000,30000,Premium,Low
CAR_001028,550000,60000,Mid,Low
CAR_001029,625000,11918,High,Low
CAR_001030,4461000,10510,Mid,Low
CAR_001031,239000,41000,Low,Medium
CAR_001032,2600000,47162,Premium,Medium
CAR_001033,229999,49824,Low,Medium
CAR_001034,1300000,58500,Premium,Medium
CAR_001035,4461000,60000,Mid,Medium
CAR_001036,825000,11212,High,Low
CAR_001037,280000,52000,Low,Medium
CAR_001038,725000,49217,High,Medium
CAR_001039,4461000,60000,Low,High
CAR_001040,375000,70000,Mid,Medium
CAR_001041,310000,90000,Mid,High
CAR_001042,375000,190000,Mid,Medium
CAR_001043,1950000,106000,Premium,High
CAR_001044,400000,80000,Mid,High
CAR_001045,4461000,60000,Mid,High
CAR_001046,270000,20000,Low,Medium
CAR_001047,555000,110000,Mid,High
CAR_001048,4461000,60000,Mid,Medium
CAR_001049,400000,130000,Mid,High
CAR_001050,280000,28838,Low,Low
CAR_001051,80000,200000,Low,Very High
CAR_001052,55000,100000,Low,High
CAR_001053,4461000,50000,Low,Medium
CAR_001054,250000,190000,Low,Very High
CAR_001055,95000,100000,Low,High
CAR_001056,4461000,135000,High,High
CAR_001057,4461000,50000,Mid,Medium
CAR_001058,4461000,135000,Premium,High
CAR_001059,160000,50000,Low,Medium
CAR_001060,790000,19571,High,Low
CAR_001061,1200000,29600,Premium,Low
CAR_001062,4461000,70000,Low,Medium
CAR_001063,950000,60000,High,Low
CAR_001064,340000,50000,Mid,Medium
CAR_001065,825000,13500,High,Low
CAR_001066,3100000,22000,Premium,Low
CAR_001067,780000,25000,High,Low
CAR_001068,350000,80000,Mid,High
CAR_001069,690000,39000,High,Medium
CAR_001070,245000,60000,Low,Medium
CAR_001071,790000,60000,High,Medium
CAR_001072,680000,48600,High,Medium
CAR_001073,540000,20000,Mid,Low
CAR_001074,425000,25000,Mid,Low
CAR_001075,140000,120000,Low,High
CAR_001076,1100000,60000,Premium,Low
CAR_001077,715000,35000,High,Medium
CAR_001078,1580000,86000,Premium,High
CAR_001079,1750000,127643,Premium,High
CAR_001080,400000,54000,Mid,Medium
CAR_001081,1750000,102354,Premium,High
CAR_001082,1850000,62237,Premium,Medium
CAR_001083,114999,90000,Low,High
CAR_001084,950000,21394,High,Low
CAR_001085,310000,32686,Low,Medium
CAR_001086,575000,1001,Mid,Low
CAR_001087,490000,22000,Mid,Low
CAR_001088,480000,53261,Mid,Medium
CAR_001089,3500000,53000,Low,Medium
CAR_001090,370000,10000,Mid,Low
CAR_001091,835000,60000,Low,Medium
CAR_001092,650000,44000,High,Medium
CAR_001093,670000,39895,Low,Medium
CAR_001094,950000,73000,Low,High
CAR_001095,690000,17000,High,Low
CAR_001096,670000,18591,High,Low
CAR_001097,925000,26766,Low,Low
CAR_001098,250000,30000,Low,Low
CAR_001099,509999,42000,Mid,Medium
CAR_001100,520000,110000,Mid,Medium
CAR_001101,100000,60000,Low,High
CAR_001102,85000,300000,Low,Very High
CAR_001103,130000,110000,Low,High
CAR_001104,950000,27620,High,Low
CAR_001105,450000,70000,Low,Medium
CAR_001106,320000,50000,Mid,Medium
CAR_001107,480000,50000,Mid,Medium
CAR_001108,2490000,46000,Premium,Medium
CAR_001109,790000,82000,High,High
CAR_001110,120000,120000,Low,Medium
CAR_001111,75000,60000,Low,High
CAR_001112,99000,70000,Low,Medium
CAR_001113,1015000,20000,Premium,Medium
CAR_001114,250000,200000,Low,Very High
CAR_001115,520000,120000,Mid,High
CAR_001116,1100000,30000,Premium,Low
CAR_001117,4461000,223000,Low,Very High
CAR_001118,4461000,60000,Mid,Medium
CAR_001119,500000,40000,Mid,Medium
CAR_001120,675000,161327,High,Very High
CAR_001121,150000,60000,Low,Medium
CAR_001122,250000,50000,Low,Medium
CAR_001123,450000,6000,Low,Low
CAR_001124,150000,68000,Low,Medium
CAR_001125,200000,85000,Low,High
CAR_001126,525000,70000,Mid,Medium
CAR_001127,60000,35000,Low,Medium
CAR_001128,180000,100000,Low,High
CAR_001129,475000,110000,Mid,High
CAR_001130,380000,195000,Low,Very High
CAR_001131,285000,60000,Low,Medium
CAR_001132,91200,60000,Low,Medium
CAR_001133,250000,60000,Low,Medium
CAR_001134,400000,42000,Mid,Medium
CAR_001135,160000,90000,Low,Medium
CAR_001136,650000,85000,High,High
CAR_001137,409999,120000,Mid,High
CAR_001138,425000,72000,Mid,Medium
CAR_001139,250000,60000,Low,High
CAR_001140,200000,110000,Low,High
CAR_001141,250000,71000,Low,Medium
CAR_001142,130000,144000,Low,High
CAR_001143,260000,60000,Low,Low
CAR_001144,155000,65000,Low,Medium
CAR_001145,450000,38000,Low,Medium
CAR_001146,220000,90000,Low,High
CAR_001147,4461000,37000,High,Medium
CAR_001148,285000,30000,Low,Low
CAR_001149,725000,26000,High,Low
CAR_001150,4461000,30000,High,Low
CAR_001151,550000,23000,Mid,Low
CAR_001152,240000,40000,Low,Medium
CAR_001153,600000,27000,Low,Low
CAR_001154,350000,65000,Mid,Medium
CAR_001155,245000,32000,Low,Medium
CAR_001156,600000,56000,Mid,Medium
CAR_001157,2400000,30000,Premium,Low
CAR_001158,4461000,80000,High,High
CAR_001159,395000,52000,Low,Medium
CAR_001160,635000,13250,High,Low
CAR_001161,180000,36000,Low,Medium
CAR_001162,484999,73000,Mid,High
CAR_001163,110000,60000,Low,Medium
CAR_001164,150000,60000,Low,Medium
CAR_001165,400000,110000,Mid,High
CAR_001166,200000,60000,Low,Medium
CAR_001167,302000,60000,Mid,Medium
CAR_001168,215000,90000,Low,Medium
CAR_001169,155000,80000,Low,High
CAR_001170,1000000,101000,High,High
CAR_001171,4461000,44000,Mid,Medium
CAR_001172,200000,60000,Low,Medium
CAR_001173,750000,120000,High,High
CAR_001174,90000,90000,Low,High
CAR_001175,80000,120000,Low,High
CAR_001176,229999,13500,Low,Low
CAR_001177,4461000,60000,Mid,Low
CAR_001178,325000,25000,Mid,Low
CAR_001179,450000,8500,Mid,Low
CAR_001180,250000,120000,Low,High
CAR_001181,4461000,120000,Low,Medium
CAR_001182,150000,90246,Low,High
CAR_001183,110000,90000,Low,Medium
CAR_001184,4461000,40000,Low,Medium
CAR_001185,165000,60000,Low,Medium
CAR_001186,610000,32000,Low,Medium
CAR_001187,170000,60400,Low,Medium
CAR_001188,150000,70950,Low,High
CAR_001189,4461000,90000,Low,High
CAR_001190,375000,72000,Low,High
CAR_001191,390000,90000,Mid,High
CAR_001192,600000,10000,Mid,Low
CAR_001193,204999,25000,Low,Low
CAR_001194,270000,80000,Low,High
CAR_001195,375000,10000,Mid,Low
CAR_001196,700000,1100,High,Low
CAR_001197,455000,40000,Mid,Medium
CAR_001198,375000,60000,Mid,Low
CAR_001199,341000,31491,Mid,Medium
CAR_001200,200000,107143,Low,High
CAR_001201,4461000,15000,Low,Low
CAR_001202,170000,50000,Low,Medium
CAR_001203,1900000,60000,Premium,High
CAR_001204,500000,60000,Mid,Medium
CAR_001205,4461000,85000,High,High
CAR_001206,351000,40000,Mid,Medium
CAR_001207,195000,80000,Low,Medium
CAR_001208,4461000,82000,Low,High
CAR_001209,120000,70000,Low,Medium
CAR_001210,180000,70000,Low,Medium
CAR_001211,430000,20000,Mid,Low
CAR_001212,75000,35000,Low,Medium
CAR_001213,750000,80000,High,High
CAR_001214,60000,40000,Low,Medium
CAR_001215,1500000,46412,Premium,Medium
CAR_001216,390000,150000,Mid,High
CAR_001217,630000,50000,High,Medium
CAR_001218,1085000,15000,Premium,Medium
CAR_001219,190000,60000,Low,Medium
CAR_001220,550000,25000,Mid,Low
CAR_001221,200000,90000,Low,Medium
CAR_001222,4461000,60000,Low,Medium
CAR_001223,260000,65000,Low,Medium
CAR_001224,151000,40000,Low,Medium
CAR_001225,780000,50000,Low,Medium
CAR_001226,175000,80000,Low,High
CAR_001227,170000,107500,Low,High
CAR_001228,210000,135000,Low,High
CAR_001229,90000,43826,Low,Medium
CAR_001230,535000,55838,Mid,Medium
CAR_001231,195000,112880,Low,High
CAR_001232,4461000,90000,Low,High
CAR_001233,350000,40000,Mid,Medium
CAR_001234,425000,60000,Mid,Medium
CAR_001235,300000,30300,Low,Medium
CAR_001236,4461000,85000,Mid,High
CAR_001237,250000,80659,Low,High
CAR_001238,170000,60000,Low,High
CAR_001239,315000,127884,Mid,High
CAR_001240,200000,50000,Low,Medium
CAR_001241,300000,25000,Low,Low
CAR_001242,300000,66755,Low,Medium
CAR_001243,4461000,123084,Mid,High
CAR_001244,250000,806599,Low,Very High
CAR_001245,310000,95851,Mid,Medium
CAR_001246,260000,50000,Low,Medium
CAR_001247,150000,60000,Low,Medium
CAR_001248,85000,60000,Low,Medium
CAR_001249,280000,15000,Low,Low
CAR_001250,850000,40000,High,Medium
CAR_001251,375000,60000,Mid,Low
CAR_001252,125000,120000,Low,High
CAR_001253,250000,110000,Low,High
CAR_001254,715000,234000,High,Medium
CAR_001255,220000,60000,Low,Medium
CAR_001256,110000,110000,Low,High
CAR_001257,150000,84000,Low,High
CAR_001258,4461000,170000,Low,Very High
CAR_001259,220000,40000,Low,Medium
CAR_001260,75000,96000,Low,High
CAR_001261,100000,20000,Low,Low
CAR_001262,380000,15000,Mid,Low
CAR_001263,100000,50000,Low,Medium
CAR_001264,480000,60000,Mid,High
CAR_001265,4461000,124000,Low,High
CAR_001266,190000,60000,Low,Medium
CAR_001267,190000,130000,Low,High
CAR_001268,650000,60000,High,Low
CAR_001269,300000,23262,Low,Low
CAR_001270,700000,29600,High,Low
CAR_001271,310000,35925,Mid,Medium
CAR_001272,500000,12000,Mid,Low
CAR_001273,415000,40771,Mid,Medium
CAR_001274,395000,30500,Mid,Medium
CAR_001275,430000,42000,Low,Medium
CAR_001276,215000,55800,Low,Medium
CAR_001277,550000,60000,Mid,Medium
CAR_001278,415000,81358,Mid,High
CAR_001279,450000,82695,Mid,High
CAR_001280,285000,68293,Low,Medium
CAR_001281,580000,60000,Mid,Medium
CAR_001282,4461000,190621,Low,Very High
CAR_001283,1200000,60000,Premium,Medium
CAR_001284,78000,64700,Low,Medium
CAR_001285,65000,100000,Low,High
CAR_001286,400000,60000,Mid,High
CAR_001287,850000,75000,High,High
CAR_001288,450000,60000,Mid,High
CAR_001289,4461000,35000,Premium,Medium
CAR_001290,780000,70000,High,Medium
CAR_001291,3200000,57000,Premium,Medium
CAR_001292,350000,1000,Mid,Medium
CAR_001293,4461000,120000,Low,High
CAR_001294,525000,60000,Low,Medium
CAR_001295,550000,90000,Mid,High
CAR_001296,4461000,70000,Mid,Medium
CAR_001297,75000,25000,Low,Low
CAR_001298,185000,60000,Low,Medium
CAR_001299,110000,90000,Low,High
CAR_001300,180000,200000,Low,Very High
CAR_001301,350000,110000,Mid,High
CAR_001302,60000,126000,Low,High
CAR_001303,695000,70000,High,Medium
CAR_001304,2700000,5000,Premium,Low
CAR_001305,135000,74183,Low,High
CAR_001306,640000,70000,Low,Medium
CAR_001307,160000,90000,Low,High
CAR_001308,80000,46000,Low,Medium
CAR_001309,340000,60000,Mid,High
CAR_001310,4461000,80000,Low,High
CAR_001311,250000,90000,Low,High
CAR_001312,1300000,70000,Premium,Medium
CAR_001313,250000,1,Low,Low
CAR_001314,450000,192000,Mid,Very High
CAR_001315,240000,70000,Low,Medium
CAR_001316,225000,120000,Low,High
CAR_001317,275000,60000,Low,Medium
CAR_001318,320000,120000,Mid,Medium
CAR_001319,75000,120000,Low,High
CAR_001320,85000,50000,Low,Medium
CAR_001321,90000,120000,Low,High
CAR_001322,4461000,80000,Low,High
CAR_001323,4461000,80000,Mid,High
CAR_001324,355000,100000,Mid,High
CAR_001325,619000,1500,High,Low
CAR_001326,1700000,50000,Premium,Medium
CAR_001327,55000,100000,Low,Medium
CAR_001328,95000,83411,Low,High
CAR_001329,300000,120000,Low,High
CAR_001330,81000,83411,Low,High
CAR_001331,1000000,80000,High,High
CAR_001332,925000,50000,Low,Medium
CAR_001333,450000,40000,Mid,Medium
CAR_001334,600000,13270,Mid,Low
CAR_001335,85000,100000,Low,High
CAR_001336,700000,50000,High,Medium
CAR_001337,486000,60000,Mid,Low
CAR_001338,400000,90000,Mid,High
CAR_001339,120000,100000,Low,High
CAR_001340,275000,35000,Low,Medium
CAR_001341,580000,57000,Mid,Medium
CAR_001342,375000,70000,Mid,Medium
CAR_001343,229999,100000,Low,High
CAR_001344,110000,88000,Low,High
CAR_001345,4461000,60000,Mid,Medium
CAR_001346,4461000,76000,Low,High
CAR_001347,200000,100000,Low,High
CAR_001348,450000,110000,Mid,High
CAR_001349,550000,80000,Mid,High
CAR_001350,220000,80000,Low,High
CAR_001351,40000,30000,Low,Low
CAR_001352,300000,20000,Low,Low
CAR_001353,630000,40000,High,Medium
CAR_001354,610000,40000,High,Medium
CAR_001355,660000,7000,Low,Low
CAR_001356,220000,80000,Low,High
CAR_001357,138000,90000,Low,High
CAR_001358,210000,13770,Low,Low
CAR_001359,125000,34000,Low,Medium
CAR_001360,125000,102000,Low,High
CAR_001361,725000,110000,High,High
CAR_001362,170000,90000,Low,High
CAR_001363,1200000,70000,Premium,Medium
CAR_001364,70000,90000,Low,High
CAR_001365,100000,70000,Low,Medium
CAR_001366,300000,80000,Low,High
CAR_001367,450000,100000,Mid,High
CAR_001368,530000,100000,Mid,High
CAR_001369,100000,143000,Low,High
CAR_001370,350000,115000,Mid,High
CAR_001371,165000,100000,Low,High
CAR_001372,475000,120000,Mid,High
CAR_001373,350000,42000,Low,Medium
CAR_001374,229999,60000,Low,Medium
CAR_001375,4461000,60000,High,Medium
CAR_001376,475000,120000,Mid,Medium
CAR_001377,425000,60000,Mid,Medium
CAR_001378,660000,97000,High,High
CAR_001379,4461000,10000,High,Low
CAR_001380,240000,50000,Low,Medium
CAR_001381,70000,60000,Low,Medium
CAR_001382,550000,60000,Mid,High
CAR_001383,100000,60000,Low,High
CAR_001384,350000,90000,Mid,High
CAR_001385,200000,120000,Low,Medium
CAR_001386,720000,3000,High,Low
CAR_001387,350000,133000,Mid,High
CAR_001388,400000,25000,Mid,Low
CAR_001389,570000,35000,Mid,Medium
CAR_001390,130000,70000,Low,Medium
CAR_001391,210000,52000,Low,Medium
CAR_001392,800000,52000,High,Medium
CAR_001393,700000,39000,High,Medium
CAR_001394,200000,28689,Low,Low
CAR_001395,495000,90000,Mid,Medium
CAR_001396,325000,60000,Mid,High
CAR_001397,650000,8000,High,Low
CAR_001398,4461000,50000,Low,Medium
CAR_001399,4461000,90000,Low,High
CAR_001400,350000,61658,Mid,Medium
CAR_001401,90000,60000,Low,Medium
CAR_001402,600000,80000,Mid,High
CAR_001403,4461000,185000,Mid,Very High
CAR_001404,370000,57000,Mid,Medium
CAR_001405,50000,60000,Low,Medium
CAR_001406,125000,120000,Low,High
CAR_001407,4461000,26000,Low,Low
CAR_001408,650000,20000,High,Low
CAR_001409,800000,60000,High,Medium
CAR_001410,802000,5000,High,Low
CAR_001411,2300000,35000,Low,Medium
CAR_001412,430000,35000,Mid,Medium
CAR_001413,650000,23000,Low,Low
CAR_001414,170000,120000,Low,High
CAR_001415,450000,235000,Mid,Very High
CAR_001416,250000,87000,Low,High
CAR_001417,550000,72000,Low,Medium
CAR_001418,2000000,60000,Premium,Medium
CAR_001419,140000,100000,Low,Medium
CAR_001420,155000,12000,Low,Low
CAR_001421,120000,67000,Low,Medium
