customer_id,age,gender,state,city,pin_code,marital_status,education,occupation,join_date,tenure_years,account_type,account_segment,annual_income,balance,credit_score,num_products,has_credit_card,has_loan,has_insurance,has_demat,has_mutual_fund,loan_amount,loan_emi,credit_limit,credit_utilization_pct,monthly_txn_count,monthly_debit_amt,monthly_credit_amt,avg_txn_value,online_txn_pct,atm_withdrawal_freq,upi_txn_count,net_banking_logins,mobile_app_logins,branch_visits,complaints_last_year,complaint_resolved,nps_score,csat_score,days_since_last_txn,days_since_last_login,is_dormant,inactive_6m,churn
CUST0000701,35,Female,Maharashtra,Aurangabad,360080,Married,Post-Graduate,Salaried,13-12-2013,10.47,Salary,Mass,855100,722346.67,656,1,1,1,1,0,1,237350.61,14943.98,160891.67,8.62,24,111742.39,37297.7,4469.7,92.04,6,11,7,7,1,0,,9,5,11,5,0,0,0
CUST0003310,41,Female,UP,Bihar Sharif,503694,Single,Post-Graduate,Self-Employed,15-12-2016,7.47,Savings,Affluent,593200,833042,647,2,1,1,1,0,1,416310.57,5495.38,192588.4,38.03,17,189953.3,26497.65,10552.96,48.47,5,17,5,10,1,0,,5,3,40,8,0,0,0
CUST0006779,52,Female,UP,Salem,875926,Divorced,High School,Salaried,24-09-2012,11.69,Savings,HNI,600500,1264209.02,642,1,0,0,1,0,0,0,0,0,0,17,349873.38,39016.19,19437.41,51.81,2,10,5,13,1,0,,7,5,9,5,0,0,0
CUST0007838,40,Female,Maharashtra,Medininagar,067007,Divorced,Unknown,Business Owner,10-09-2011,12.73,Current,Emerging Affluent,511700,873370.06,590,1,0,0,0,0,1,0,0,0,0,21,35086.84,40456.13,1594.86,33.26,2,6,3,11,0,0,,4,5,5,4,0,0,0
CUST0002615,49,Female,Delhi,Phagwara,624768,Divorced,Graduate,Business Owner,02-02-2011,13.34,Current,Affluent,902600,2075353.24,723,1,1,0,0,1,0,0,0,189524.6,19.68,16,55562.83,57475.09,3268.4,67.45,1,7,7,18,1,0,,3,,11,11,0,0,0
CUST0008082,56,Male,Maharashtra,Purnia,595548,Married,Post-Graduate,Salaried,13-06-2014,9.98,Savings,Mass,291300,56546.82,565,1,0,0,0,1,1,0,0,0,0,11,10264.78,12217,855.4,39.11,4,10,3,15,3,3,0,9,5,4,11,0,0,0
CUST0005928,44,Female,Karnataka,Amravati,074178,Married,Post-Graduate,Salaried,22-11-2017,6.53,Current,Affluent,540800,311857.52,628,4,1,0,0,0,0,0,0,167704.74,20.35,13,110273.47,53478.88,7876.68,65.48,4,3,4,16,1,3,1,6,4,34,6,0,0,0
CUST0006851,27,Male,Telangana,Orai,857260,Widowed,Graduate,Salaried,11-02-2022,2.3,Savings,Mass,427000,272760.76,609,1,1,0,0,0,0,0,0,48464.53,28.06,15,55011.82,42528.79,3438.24,72.6,4,14,8,15,2,1,1,8,4,12,3,0,0,0
CUST0008016,59,Female,Delhi,Jamshedpur,584635,Single,High School,Business Owner,05-11-2019,4.58,Current,Emerging Affluent,1188500,679343.93,602,1,0,0,0,0,0,0,0,0,0,13,224950.03,81623.38,16067.86,45.78,8,5,2,14,1,1,1,6,5,4,4,0,0,0
CUST0003460,26,Male,Maharashtra,Raebareli,819637,Single,Unknown,Business Owner,24-01-2017,7.36,Savings,Emerging Affluent,418700,61535.13,649,1,0,1,0,0,0,1122096.96,9728.61,0,0,24,1150.82,25493.32,46.03,73.08,3,17,5,20,2,1,1,6,5,5,4,0,0,0
CUST0002046,56,Male,Karnataka,Serampore,601009,Married,High School,Homemaker,19-05-2019,5.04,Current,Mass,1142100,481060.44,584,3,1,0,0,0,1,0,0,49348.44,18.1,20,43151.64,96183.42,2054.84,23.32,9,14,2,10,1,1,1,4,5,33,8,0,0,0
CUST0006897,32,Male,UP,Phusro,994644,Single,Graduate,Business Owner,23-12-2021,2.44,Salary,Emerging Affluent,626700,263346.4,738,1,0,0,1,1,0,0,0,0,0,17,20295.01,59331.32,1127.5,5.7,6,8,5,8,1,1,1,10,4,9,12,0,0,0
CUST0005404,43,Female,Telangana,Faridabad,202855,Single,High School,Business Owner,21-01-2013,11.37,Fixed Deposit,Emerging Affluent,332400,827464.56,652,1,1,1,0,0,0,223879.5,2451.71,177058.62,14.42,21,326269.84,18165.69,14830.45,55.69,3,7,7,9,2,5,1,3,4,56,4,0,0,0
CUST0004788,33,Female,Rajasthan,Ghaziabad,366899,Divorced,Doctorate,Homemaker,08-02-2022,2.31,Current,Emerging Affluent,1185700,1556607.26,653,2,1,0,0,0,0,0,0,122719.35,3.08,19,440412.18,85610.79,22020.61,79.06,4,16,3,17,2,0,,10,4,1,9,0,0,0
CUST0006473,43,Female,Telangana,Karimnagar,213151,Married,Graduate,Business Owner,31-03-2023,1.17,Salary,Mass,1167200,2875809.14,573,1,1,1,0,0,0,120374.79,1034.33,195420.75,37.88,18,103505.25,94823.9,5447.64,62.660000000000004,6,16,5,15,3,0,,6,,18,10,0,0,0
CUST0001826,47,Male,Maharashtra,Kalyan-Dombivli,008226,Single,High School,Business Owner,29-03-2018,6.18,Savings,Mass,342700,681412.94,724,3,0,1,0,0,0,725938.92,26818.32,0,0,20,238970.43,17286.93,11379.54,73.69,2,8,7,15,1,2,1,7,4,5,5,0,0,0
CUST0007891,44,Male,Karnataka,Kurnool,516154,Widowed,Post-Graduate,Salaried,04-03-2018,6.25,Salary,Mass,1368900,889236.34,749,2,0,1,0,1,0,539379.27,14805.2,0,0,19,50893.86,100473.15,2544.69,85.87,5,16,9,15,0,1,1,9,4,1,5,0,0,0
CUST0006553,47,Male,Maharashtra,Nangloi Jat,139530,Married,Post-Graduate,Freelancer,30-04-2016,8.09,Savings,Mass,1921600,2463479.41,782,4,0,0,0,0,0,0,0,0,0,23,375979.47,133341.88,15665.81,69.66,4,12,3,16,1,0,,10,5,3,1,0,0,0
CUST0001784,51,Male,Tamil Nadu,Pudukkottai,924544,Single,Post-Graduate,Homemaker,28-12-2012,11.43,Salary,Mass,1360200,2203488.43,661,3,1,0,0,0,0,0,0,154775.54,49.14,16,778946.05,66456.75,45820.36,85.7,2,15,3,12,3,1,1,9,5,22,5,0,0,0
CUST0009906,25,Female,Tamil Nadu,Kadapa,719783,Married,Graduate,Retired,20-08-2010,13.79,Current,Mass,954600,991275.33,674,3,1,0,1,0,1,0,0,171499.34,37.79,18,347734.4,89495.53,18301.81,72.33000000000001,4,8,6,15,1,0,,7,1,5,4,0,0,0
CUST0003320,72,Male,Karnataka,Guntur,379668,Widowed,Doctorate,Self-Employed,28-08-2023,0.76,Savings,Mass,385000,0,783,1,1,1,0,0,1,437948.98,4453.21,133327.24,50.71,12,0,34692.19,0,45.57,6,13,3,16,3,0,,10,2,23,2,0,0,1
CUST0009077,37,Male,Karnataka,Avadi,886761,Single,Graduate,Salaried,23-12-2010,13.45,Current,Affluent,1234000,2249569.08,701,2,0,1,0,1,1,320758.08,2685.83,0,0,19,468687.91,117777.43,23434.4,30.98,1,18,8,12,2,3,1,0,5,9,1,0,0,0
CUST0006594,33,,Maharashtra,Nizamabad,713664,Divorced,Graduate,Self-Employed,05-06-2021,2.99,NRI,Mass,1571200,3626565.35,668,4,1,0,1,0,0,0,0,85453.54,60.52,23,805596.5,135930.59,33566.52,27.41,3,14,8,17,0,0,,8,4,2,5,0,0,0
CUST0005265,57,Female,Gujarat,Chapra,086014,Divorced,Graduate,Self-Employed,23-09-2016,7.69,Savings,Emerging Affluent,1318200,1728717.45,518,1,1,1,0,1,1,526458.88,4604.58,176327.63,37.76,22,143688.47,65703.15,6247.32,67.17999999999999,0,8,4,9,2,1,1,7,5,11,3,0,0,0
CUST0007672,18,Female,Gujarat,Thane,439862,Single,Unknown,Salaried,19-06-2014,9.96,Savings,HNI,1506500,3434785.77,643,2,1,1,0,1,0,957459.95,8542.14,92400.91,23.89,27,1093668.89,130621.14,39059.6,59.25,5,12,7,13,1,0,,10,4,8,8,0,0,0
CUST0006062,51,Female,Rajasthan,Durgapur,713577,Married,Post-Graduate,Retired,09-09-2018,5.73,Fixed Deposit,Emerging Affluent,760900,1428901.83,566,1,0,1,0,1,0,232845.62,1956.2,0,0,16,254012.02,55897.84,14941.88,92.62,6,10,2,5,2,1,0,10,4,25,0,0,0,0
CUST0007602,35,Male,Delhi,Allahabad,744569,Single,Unknown,Self-Employed,19-04-2014,10.13,Savings,Emerging Affluent,869300,1005410.86,720,2,1,1,1,1,1,513954.58,4553.92,172194.47,42.24,21,338391.72,73316.12,15381.44,90.3,6,13,6,15,2,1,1,2,5,22,0,0,0,0
CUST0000604,59,Male,Maharashtra,Lucknow,136134,Single,Graduate,Homemaker,14-02-2016,8.3,Salary,Affluent,2156300,996599.31,663,1,0,0,1,1,1,0,0,0,0,13,177786.73,152259.26,12699.05,75.48,3,9,8,19,2,0,,0,4,49,0,0,0,0
CUST0001663,18,Male,Tamil Nadu,Sultan Pur Majra,862242,Divorced,High School,Salaried,09-05-2014,10.07,Current,Emerging Affluent,862400,1912273.54,639,3,1,0,0,0,0,0,0,104195.55,10.06,22,238977.74,39768.92,10390.34,93.46,1,10,7,16,0,3,1,7,2,27,15,0,0,0
CUST0006689,19,Female,Karnataka,Loni,634026,Married,High School,Salaried,11-11-2015,8.56,Savings,Emerging Affluent,2135300,1782102.64,739,4,1,1,1,0,1,240331.6,5151.66,171291.31,60.08,25,431311.58,158522.35,16588.91,74.19,0,8,9,20,0,2,1,,4,9,8,0,0,0
CUST0000394,65,Male,Gujarat,Dharmavaram,447397,Married,High School,Homemaker,17-09-2014,9.71,Fixed Deposit,HNI,1310500,571102.98,666,2,0,1,0,0,0,792055.52,39418.77,0,0,14,19314.88,99647.48,1287.66,69.96,5,13,5,16,2,1,1,8,,30,13,0,0,0
CUST0003709,47,Male,Rajasthan,Tiruchirappalli,614751,Married,Unknown,Self-Employed,04-10-2015,8.67,Current,Mass,2539900,5739562.77,697,2,0,1,1,0,0,213131.01,2526.82,0,0,13,1954225.94,133024.76,139587.57,48.55,7,13,3,15,1,0,,10,3,7,0,0,0,0
CUST0007949,54,Male,Gujarat,Proddatur,210065,Married,Graduate,Salaried,22-03-2021,3.2,Current,Mass,136300,63511.82,742,5,0,0,0,0,0,0,0,0,0,21,24528.27,9681.53,1114.92,46.089999999999996,2,13,5,13,1,0,,6,5,4,17,0,0,0
CUST0009980,19,Male,Maharashtra,Barasat,738249,Widowed,Post-Graduate,Self-Employed,16-10-2011,12.64,Salary,Affluent,279000,622760.29,793,2,0,0,1,1,0,0,0,0,0,18,187630.21,14616.11,9875.27,64.1,1,16,8,11,1,1,1,9,5,25,9,0,0,0
CUST0007244,33,Male,Karnataka,Jalgaon,569900,Single,Graduate,Salaried,27-04-2013,11.1,Fixed Deposit,Mass,274700,31605.24,837,1,0,0,0,1,0,0,0,0,0,16,539.54,19337.9,31.74,58.160000000000004,1,18,7,18,1,0,,3,5,18,2,0,0,0
CUST0000096,22,Female,Telangana,Tiruchirappalli,720195,Married,Post-Graduate,Retired,16-11-2018,5.55,Savings,Mass,1487800,1645059.34,672,1,0,0,0,0,0,0,0,0,0,13,114607.31,73891.11,8186.24,7.199999999999999,2,17,6,12,3,1,1,8,5,17,1,0,0,0
CUST0005382,33,Female,Rajasthan,Mathura,103476,Married,Graduate,Salaried,28-05-2023,1.01,NRI,Affluent,896500,378003.44,603,1,1,1,0,0,0,948564.24,17452.94,229615.43,12.71,22,115734.05,64549.71,5031.92,60.919999999999995,2,8,6,12,0,0,,7,5,2,2,0,0,0
CUST0002458,45,Male,UP,Kharagpur,024501,Married,Graduate,Retired,06-07-2011,12.92,Savings,Affluent,141600,221406.2,708,2,1,1,0,0,1,944064.09,16159.12,10000,23.74,15,75485.52,7760.84,4717.84,93.96,5,17,6,14,0,1,0,9,,7,14,0,0,0
CUST0002426,48,Male,Karnataka,Dindigul,610432,Married,Doctorate,Salaried,04-02-2022,2.32,Salary,Emerging Affluent,1304500,172456.46,689,3,1,0,0,0,0,0,0,97295.77,22.27,17,6510.41,95318.01,361.69,37.99,2,13,4,13,0,0,,10,4,11,3,0,0,0
CUST0005021,41,Female,Karnataka,Khandwa,845268,Married,High School,Salaried,16-12-2022,1.46,Salary,Mass,809300,149186.63,685,3,0,0,1,0,1,0,0,0,0,15,57490,57751.71,3593.12,64.94,7,13,3,15,0,0,,10,4,3,7,0,0,0
CUST0007538,18,Male,Maharashtra,Sangli-Miraj & Kupwad,427792,Single,High School,Business Owner,30-11-2019,4.51,Savings,Mass,4092800,0,758,1,1,1,0,0,0,293629.95,3356.71,216794.67,10.01,16,0,316267.64,0,91.03,5,4,4,12,3,1,1,6,4,11,0,0,0,1
CUST0006424,43,Female,UP,Berhampore,197372,Single,Post-Graduate,Business Owner,12-06-2014,9.98,Savings,Mass,286500,255399.49,601,5,1,0,1,0,0,0,0,121485.43,17.42,16,53569.08,24651.33,3151.12,61.11,2,14,3,21,1,1,1,8,5,10,7,0,0,0
CUST0001442,57,Male,West Bengal,Tirunelveli,953579,Married,Graduate,Business Owner,01-12-2016,7.5,Savings,Mass,834000,1284924.01,746,1,0,1,1,0,0,382714.46,5709.02,0,0,15,126174.36,45084.93,7885.9,64.25999999999999,4,7,1,17,2,2,0,8,2,4,0,0,0,0
CUST0009853,50,Male,Tamil Nadu,Raipur,510632,Divorced,Graduate,Salaried,10-12-2013,10.48,Current,Mass,1566500,3633053,764,3,1,0,1,0,0,0,0,72306.64,40.59,28,491963.86,80993.31,16964.27,65.03,8,14,3,16,1,0,,8,5,5,3,0,0,0
CUST0001444,25,Female,Karnataka,Ludhiana,898799,Married,Graduate,Self-Employed,12-12-2014,9.48,Savings,Mass,1302600,1703076.83,607,3,1,0,0,0,0,0,0,138451.67,19.66,10,421351.85,124830.91,38304.71,39.12,3,6,6,10,0,0,,9,5,27,2,0,0,0
CUST0007433,47,Female,Tamil Nadu,Dehradun,296643,Married,Graduate,Homemaker,16-02-2023,1.29,Savings,Mass,,794860.24,750,1,1,0,1,0,0,0,0,94137.36,11.28,18,314465.03,90729.74,16550.79,31.419999999999998,7,15,11,16,2,0,,8,5,6,5,0,0,0
CUST0006551,41,Female,Maharashtra,Gorakhpur,152530,Married,Graduate,Student,21-01-2018,6.36,Savings,Emerging Affluent,214500,292784.08,777,3,0,1,1,1,0,253464,11213.57,0,0,14,5960.77,16999.45,397.38,69.02000000000001,3,14,4,11,2,0,,4,4,5,46,0,0,0
CUST0005934,18,Female,Maharashtra,Gudivada,675379,Single,High School,Retired,23-05-2011,13.04,Current,Mass,,2497492.61,705,3,1,0,1,1,1,0,0,39948.49,31.76,19,332173.57,105450.99,16608.68,87.53999999999999,3,8,4,12,0,0,,8,4,3,25,0,0,0
CUST0008775,60,Female,West Bengal,Bhubaneswar,849489,Single,Doctorate,Self-Employed,11-05-2016,8.06,Savings,Mass,2639900,2200306.78,643,1,0,0,0,0,0,0,0,0,0,20,795134.25,233743.59,37863.54,85.46000000000001,3,8,2,13,0,0,,8,4,8,1,0,0,0
CUST0002413,27,Female,Punjab,Raipur,093641,Married,Post-Graduate,Student,03-08-2020,3.83,Savings,Mass,158000,120120.6,610,2,0,0,1,0,1,0,0,0,0,27,47742.67,7358.25,1705.1,47.599999999999994,6,11,9,20,2,2,0,5,4,7,3,0,0,0
CUST0008970,61,Male,Maharashtra,Serampore,528577,Married,Post-Graduate,Salaried,28-04-2021,3.1,Savings,UHNI,552900,665019.79,804,1,0,1,0,0,0,97676.9,1209.24,0,0,29,226142.44,42535.75,7538.08,42.96,6,15,1,14,2,0,,0,5,36,12,0,0,0
CUST0006518,43,Female,Maharashtra,Tiruvottiyur,371264,Single,Graduate,Business Owner,10-01-2023,1.39,Current,Mass,109500,136641.13,673,1,0,1,0,0,1,511412.61,5796.82,0,0,15,23587.4,7875.36,1474.21,36.46,4,14,4,17,0,5,1,4,5,3,1,0,0,0
CUST0005730,41,Male,Punjab,Srinagar,597395,Divorced,Graduate,Salaried,19-10-2022,1.62,Savings,Affluent,325500,656817.83,710,4,0,0,1,0,1,0,0,0,0,24,19703.58,16429,788.14,54.53,6,11,2,14,0,0,,7,4,9,8,0,0,0
CUST0007033,48,Female,Delhi,Karaikudi,179352,Married,Post-Graduate,Homemaker,22-08-2015,8.78,Savings,Affluent,1165300,873136.03,652,3,1,0,1,0,0,0,0,87113.04,48.06,20,139790.61,79273.19,6656.7,82.39,2,13,6,11,1,0,,7,3,12,6,0,0,0
CUST0007397,60,Female,Telangana,Thane,633761,Married,Doctorate,Retired,04-12-2019,4.5,Savings,Mass,192900,108087.74,600,1,1,0,0,0,1,0,0,109306.05,52.95,,35266.5,8892.94,1356.4,38.78,0,11,4,6,0,2,1,9,3,6,2,0,0,0
CUST0008035,37,Male,Rajasthan,Aurangabad,751136,Widowed,Post-Graduate,Student,14-04-2022,2.13,Salary,Mass,149400,0,623,3,1,0,0,0,0,0,0,215193.94,25.06,25,0,14039.72,0,60.81999999999999,5,10,7,17,0,0,,10,2,20,9,0,0,0
CUST0009132,68,Male,UP,Sagar,108727,Single,Post-Graduate,Retired,10-11-2012,11.56,Current,Affluent,227200,475135.66,762,1,1,0,1,1,1,0,0,211662.03,38.53,15,107859.88,13618.73,6741.24,83.03,6,13,9,10,0,0,,,4,10,3,0,0,0
CUST0001892,42,Male,Delhi,New Delhi,354028,Divorced,Graduate,Salaried,12-03-2021,3.22,Salary,Affluent,669500,1035257.09,492,3,1,0,1,0,1,0,0,67949.66,17.94,20,258296.2,32389.75,12299.82,50.13999999999999,6,19,5,18,2,0,,6,2,2,6,0,0,0
CUST0002931,53,Female,Karnataka,Mahbubnagar,776919,Married,Post-Graduate,Salaried,30-10-2019,4.59,Savings,Mass,488000,482252.33,734,3,1,0,0,0,0,0,0,57827.32,11.69,16,17802.46,47291.83,1047.2,61.86000000000001,3,12,8,13,1,0,,8,4,2,0,0,0,0
CUST0009284,51,Female,Maharashtra,Malegaon,337252,Married,Post-Graduate,Student,08-04-2012,12.16,Salary,UHNI,160400,259444.29,555,4,0,1,0,0,1,370840.95,3182.19,0,0,13,48053.9,9555.92,3432.42,74,3,7,5,12,3,4,1,1,,15,4,0,0,0
CUST0009586,21,Female,Rajasthan,Satara,431709,Married,Graduate,Self-Employed,18-05-2015,9.05,Savings,Emerging Affluent,483500,711647.69,855,1,0,1,0,0,1,364584.62,3421.01,0,0,16,101342.51,35048.57,5961.32,82.39999999999999,3,17,11,9,0,1,1,6,4,5,1,0,0,0
CUST0008062,43,Female,Gujarat,Jalandhar,699190,Married,Graduate,Retired,22-11-2013,10.53,Savings,Mass,188800,305931.92,749,4,1,1,1,0,0,309210.66,2965.51,175399.21,6.9,21,63187.3,9930.83,2872.15,26.46,6,9,6,11,2,0,,9,4,7,9,0,0,0
CUST0005781,25,Male,Delhi,Bhatpara,647197,Single,Post-Graduate,Business Owner,10-05-2013,11.07,Current,Emerging Affluent,121700,119943.79,697,2,0,1,0,0,0,299995.51,5010.72,0,0,21,28900.56,9393.31,1313.66,76.28,7,13,4,11,7,2,1,8,4,15,7,0,0,0
CUST0004696,39,Male,Karnataka,Tenali,966605,Single,Post-Graduate,Salaried,13-04-2022,2.14,Savings,Affluent,,166987.55,634,4,1,1,0,0,0,227899.2,4759.37,123023.16,34.62,19,22851.78,50998.13,1142.59,74.2,5,16,5,8,2,3,0,7,5,19,4,0,0,0
CUST0000020,23,Male,Karnataka,New Delhi,444620,Married,High School,Self-Employed,03-08-2022,1.83,Savings,Mass,598400,1039579.35,722,2,1,1,1,0,0,58658.63,683.89,31372.72,19.17,15,388465.72,38002.31,24279.11,17.91,3,11,7,10,2,0,,7,4,13,1,0,0,0
CUST0007632,30,Male,Delhi,Haridwar,293817,Single,Graduate,Student,07-02-2018,6.32,Current,Emerging Affluent,125000,40493.13,666,3,1,0,1,0,0,0,0,201567.7,14.13,16,8107.61,9533.18,476.92,77.33,0,13,6,17,2,3,1,9,4,13,6,0,0,0
CUST0007040,31,Male,West Bengal,Morbi,603994,Married,High School,Salaried,20-01-2022,2.36,Current,Emerging Affluent,460500,190461.25,593,2,0,0,0,0,0,0,0,0,0,10,72603.91,37885.86,6600.36,41.61,3,14,3,13,2,0,,8,5,3,0,0,0,0
CUST0009354,44,Male,Tamil Nadu,Pimpri-Chinchwad,289508,Single,Graduate,Self-Employed,04-12-2014,9.5,Salary,Mass,481900,571398.09,723,3,1,1,0,0,1,479159.8,5006.27,191780.2,69.25,18,126498.17,25963.62,6657.8,45.03,3,9,7,13,2,0,,6,3,13,1,0,0,0
CUST0006740,28,Male,Punjab,Yamunanagar,930262,Single,High School,Salaried,12-02-2016,8.31,Current,Mass,1040700,1575480.58,,3,0,1,1,0,0,100629,4353.21,0,0,18,63192.48,92672.97,3325.92,56.64,7,7,10,21,0,1,1,7,3,44,0,0,0,0
CUST0002589,31,Female,West Bengal,Vijayanagaram,405761,Married,Graduate,Salaried,02-06-2013,11.01,Current,Mass,183600,189094.91,662,3,1,0,0,0,0,0,0,74337.72,5.35,15,48393.8,10849.94,3024.61,66.84,2,15,3,15,0,0,,9,4,5,8,0,0,0
CUST0001459,58,Female,Delhi,Sasaram,138946,nan,Doctorate,Business Owner,29-08-2019,4.76,Savings,HNI,746700,1730938.71,578,4,1,0,0,1,1,0,0,225518.42,12.42,11,25464.98,60106.4,2122.08,75.61,5,10,6,9,1,0,,6,5,22,2,0,0,0
CUST0001262,42,Female,Telangana,Bhilwara,728830,Married,Post-Graduate,Business Owner,30-11-2012,11.51,Current,Mass,841600,1331793.21,674,5,1,1,1,0,1,591880.72,8399.73,100917.76,17.7,15,154766.79,50477.77,9672.92,57.14,3,10,5,19,0,0,,0,,23,9,0,0,0
CUST0003008,21,Female,Telangana,Pallavaram,971598,Married,Graduate,Salaried,20-05-2019,5.04,Savings,Emerging Affluent,345400,207117,758,2,1,0,1,1,0,0,0,89276.93,50.47,16,59417.43,27429.04,3495.14,76.69,6,14,9,14,0,0,,3,4,13,1,0,0,0
CUST0000810,30,Female,Maharashtra,Tinsukia,648668,Married,High School,Self-Employed,31-08-2015,8.76,Savings,Mass,1386700,0,805,2,0,0,0,1,0,0,0,0,0,17,0,135460.15,0,53.93,1,9,2,20,1,0,,10,4,11,4,0,0,0
CUST0006801,29,Male,West Bengal,Varanasi,655604,Single,Unknown,Business Owner,27-05-2011,13.02,Current,Emerging Affluent,620100,1093880.24,737,1,1,1,1,0,1,152603.88,11816.79,321506.2,71.41,16,152676.57,29938.17,8980.97,78.19,1,15,7,11,1,0,,,1,42,7,0,0,0
CUST0009470,40,Male,Maharashtra,Sikar,342105,Single,Doctorate,Student,18-01-2019,5.37,Savings,Affluent,119500,153163.2,624,3,1,1,0,1,0,171732.46,1945.55,256273.44,41.81,16,11346.85,5780.75,667.46,64.35,2,11,8,17,1,0,,9,5,19,2,0,0,0
CUST0002185,18,Female,Delhi,Muzaffarpur,126431,Married,Unknown,Salaried,26-08-2014,9.77,Savings,Mass,936300,1863119.36,507,4,0,1,1,1,1,203029.55,2624.29,0,0,13,256961.99,54537.75,18354.43,31.790000000000003,6,7,8,9,2,0,,9,1,19,36,0,0,0
CUST0005664,22,Female,UP,Vasai-Virar,382707,Divorced,Post-Graduate,Self-Employed,08-03-2015,9.24,Savings,Mass,1570200,1477649.2,751,1,1,0,0,1,1,0,0,129391.73,58.88,,493305.11,119956.74,22422.96,71.41,4,15,8,11,2,0,,7,4,0,6,0,0,0
CUST0005472,46,Female,Maharashtra,Korba,808726,Married,Graduate,Retired,26-01-2021,3.35,Savings,Emerging Affluent,2079700,2856656.01,699,5,1,1,0,0,0,1367778.45,26069.52,173345.22,46.34,,888052.42,198488.67,38610.97,6.93,3,19,5,10,1,2,1,9,4,14,1,0,0,0
CUST0009606,61,Female,Karnataka,Ahmednagar,739798,Divorced,High School,Business Owner,26-08-2014,9.77,Current,Mass,803100,1631891.54,686,3,0,1,1,0,0,101059.44,1414.61,0,0,20,417939.56,70414.59,19901.88,56.99999999999999,4,14,8,13,0,0,,8,3,0,1,0,0,0
CUST0009210,53,Female,Maharashtra,Bangalore,467736,Married,Graduate,Business Owner,15-04-2011,13.14,Savings,Emerging Affluent,129400,304371.68,624,1,1,1,0,0,1,514122.14,8934.45,156063.34,81.11,25,3592.97,8222.29,138.19,57.95,2,15,4,10,0,0,,7,4,24,9,0,0,0
CUST0001143,40,Female,Tamil Nadu,Tadipatri,116557,Married,High School,Self-Employed,05-12-2016,7.49,Salary,Mass,769000,981074.31,714,3,1,0,1,1,0,0,0,120592.63,19.74,15,225018.67,60462.79,14063.67,46.06,4,11,4,10,0,1,1,8,4,3,3,0,0,0
CUST0001692,35,Female,Gujarat,Khammam,741344,Married,Unknown,Business Owner,24-10-2019,4.61,Savings,HNI,1728900,4303265.36,666,1,1,0,0,0,0,0,0,288222.62,49.84,16,719976.61,118107.67,42351.57,76.99000000000001,9,9,5,21,4,0,,9,4,5,12,0,0,0
CUST0002169,38,Male,West Bengal,Bihar Sharif,385976,Married,High School,Retired,19-06-2012,11.96,Savings,Emerging Affluent,,629321.67,643,3,1,0,0,1,0,0,0,112950.49,1.49,11,240015.07,17717.74,20001.26,91.32000000000001,4,15,4,18,2,0,,3,4,15,1,0,0,0
CUST0002933,30,Male,Maharashtra,Kishanganj,272702,Single,Post-Graduate,Freelancer,25-02-2017,7.27,Current,Affluent,749600,976120.17,616,1,0,0,0,1,0,0,0,0,0,21,263610.44,58382.11,11982.29,47.17,6,15,7,11,1,1,1,10,5,10,2,0,0,0
CUST0003556,41,Female,Rajasthan,Karnal,825428,Single,High School,Self-Employed,10-10-2023,0.64,Savings,Emerging Affluent,1753400,0,730,1,0,1,0,1,1,193681,10701.14,0,0,,0,100403.25,0,61.69,2,15,4,17,1,1,1,6,,5,12,0,0,1
CUST0008672,62,Female,Tamil Nadu,Tiruppur,528871,Single,High School,Salaried,14-05-2018,6.05,Savings,Emerging Affluent,486500,906582.76,631,2,0,1,1,1,1,220519.64,5985.75,0,0,19,241093.55,37953.23,12054.68,48.41,6,8,6,12,0,0,,5,1,3,10,0,0,0
CUST0004707,60,Male,Maharashtra,Alwar,668767,Single,Post-Graduate,Freelancer,14-12-2014,9.47,Savings,Affluent,1942600,3091874.42,754,2,1,0,1,0,1,0,0,175641.14,7.43,18,517677.49,185148.11,27246.18,65.28,2,6,8,20,2,2,1,9,5,16,4,0,0,0
CUST0004903,28,Female,Gujarat,Gandhidham,561841,Divorced,Unknown,Freelancer,03-08-2021,2.83,Savings,Mass,518200,463976.82,664,4,0,1,0,1,0,856973.83,7881.73,0,0,16,81910.11,43638.86,4818.24,28.9,6,10,6,11,1,0,,9,5,10,7,0,0,0
CUST0006735,49,Female,Punjab,Durg,408531,Married,Post-Graduate,Salaried,08-03-2012,12.24,Current,UHNI,375200,928127.17,598,2,0,0,1,0,0,0,0,0,0,21,302505.07,22329.78,13750.23,52.31,5,16,7,14,1,0,,5,4,6,1,0,0,0
CUST0008724,46,Male,Maharashtra,Raurkela Industrial Township,031779,Married,High School,Business Owner,22-08-2021,2.78,NRI,Mass,239700,0,627,2,0,1,1,0,0,124810.4,1053.64,0,0,16,0,22473.97,0,71.87,7,15,6,13,0,0,,10,5,11,10,0,0,1
CUST0005837,18,Female,Karnataka,Ambattur,646982,Widowed,Doctorate,Salaried,12-03-2017,7.23,Savings,HNI,752200,390611.8,686,3,1,1,0,0,0,162822.44,1608.98,187570.63,13.55,17,82905.51,63489.91,4605.86,45.92,3,13,6,16,0,0,,9,5,16,3,0,0,0
CUST0008752,49,Female,Maharashtra,Gudivada,160574,Single,Graduate,Self-Employed,02-03-2019,5.25,Salary,Mass,352400,359173.9,716,4,0,0,0,0,1,0,0,0,0,21,7424.16,16886.7,337.46,65.49000000000001,3,13,10,9,0,0,,7,4,20,6,0,0,0
