customer_id,age,gender,state,city,pin_code,marital_status,education,occupation,join_date,tenure_years,account_type,account_segment,annual_income,balance,credit_score,num_products,has_credit_card,has_loan,has_insurance,has_demat,has_mutual_fund,loan_amount,loan_emi,credit_limit,credit_utilization_pct,monthly_txn_count,monthly_debit_amt,monthly_credit_amt,avg_txn_value,online_txn_pct,atm_withdrawal_freq,upi_txn_count,net_banking_logins,mobile_app_logins,branch_visits,complaints_last_year,complaint_resolved,nps_score,csat_score,days_since_last_txn,days_since_last_login,is_dormant,inactive_6m,churn,complaints_resolved
CUST0008857,44,Female,West Bengal,Ratlam,763385,Divorced,Post-Graduate,Business Owner,2021-11-03,2.58,Current,Mass,670700.0,1451901.18,725.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,21.0,139256.17,136374.7,6329.83,79.91,4,9,9,17,0,0,nan,7.0,4.0,9,0,0,0,0,nan
CUST0002767,41,Male,Rajasthan,Morbi,568328,Married,Post-Graduate,Self-Employed,2022-06-29,1.93,Current,Emerging Affluent,773100.0,1227048.88,679.0,3,0,1,1,0,1,141353.42,10985.58,0.0,0.0,20.0,144605.7,42411.15,6885.99,31.16,4,10,7,16,4,1,yes,7.0,3.0,2,1,0,0,0,yes
CUST0007050,27,Female,Maharashtra,Muzaffarnagar,909287,Single,High School,Business Owner,2023-04-18,1.12,Current,Emerging Affluent,270800.0,515504.52,577.0,2,1,1,1,0,1,197498.77,1894.54,151229.2,55.16,22.0,13977.0,18713.31,607.7,81.14,2,10,11,6,1,0,nan,8.0,5.0,9,0,0,0,0,nan
CUST0003035,42,Male,Telangana,Medininagar,985204,Married,Graduate,Salaried,2021-05-03,3.08,Fixed Deposit,Mass,327200.0,505424.73,678.0,2,1,1,0,0,0,121008.87,1172.56,204357.76,30.8,17.0,39818.29,31879.92,2212.13,73.63,7,14,8,15,1,1,yes,8.0,2.0,70,21,0,0,0,yes
CUST0005958,49,Female,Maharashtra,Sasaram,865483,Married,High School,Self-Employed,2020-01-28,4.35,Fixed Deposit,Mass,989200.0,764286.7,697.0,2,1,0,0,0,1,0.0,0.0,10000.0,4.7,20.0,196385.93,51679.15,9351.71,71.3,4,12,3,15,1,0,nan,9.0,4.0,5,0,0,0,0,nan
CUST0000649,38,Male,West Bengal,Vasai-Virar,710694,Married,Post-Graduate,Salaried,2014-06-22,9.95,Savings,Affluent,1183200.0,2457833.85,547.0,3,1,1,0,1,1,269753.21,3943.32,268653.0,8.82,24.0,755490.83,111939.92,30219.63,39.76,3,14,5,12,0,4,yes,7.0,3.0,13,21,0,0,0,yes
CUST0001196,47,Female,Karnataka,Ozhukarai,678067,Married,Post-Graduate,Self-Employed,2020-05-31,4.01,Fixed Deposit,Mass,1301000.0,0.0,602.0,2,1,1,0,0,1,391727.96,3408.4,117396.87,53.8,17.0,0.0,77438.48,0.0,55.13,4,14,5,8,2,1,yes,7.0,4.0,57,20,0,0,1,yes
CUST0009126,42,Female,Karnataka,Chandigarh,275338,Widowed,Graduate,Student,2011-12-02,12.51,Savings,Emerging Affluent,151000.0,69693.87,716.0,2,1,1,0,0,0,1103306.3,29386.33,161477.21,22.79,15.0,7840.49,13184.0,490.03,52.17,3,10,6,13,0,1,yes,7.0,1.0,4,1,0,0,0,yes
CUST0000880,57,Female,Punjab,Shimoga,449838,Married,Post-Graduate,Business Owner,2013-09-21,10.7,Current,Mass,3607700.0,7202539.1,680.0,3,0,1,0,0,0,803911.89,12110.17,0.0,0.0,18.0,280481.22,276971.97,16498.9,79.10000000000001,2,13,5,18,1,2,yes,10.0,5.0,19,23,0,0,0,yes
CUST0007812,39,Male,West Bengal,Bhopal,535226,Married,High School,Self-Employed,2015-12-25,8.44,Salary,Emerging Affluent,648700.0,639446.06,761.0,2,0,1,0,0,0,940071.89,11731.48,0.0,0.0,19.0,148029.27,45695.36,7401.46,64.56,5,23,5,15,1,2,yes,9.0,2.0,19,3,0,0,0,yes
CUST0006254,45,Male,Gujarat,Jaipur,50138,Married,Graduate,Salaried,2014-07-07,9.91,Salary,Mass,622000.0,754816.93,682.0,1,1,0,0,1,0,0.0,0.0,63975.71,50.93,16.0,68841.8,50227.02,4049.52,69.03,2,8,8,10,3,0,nan,10.0,4.0,14,3,0,0,0,nan
CUST0005683,28,Male,UP,Jehanabad,972653,Single,Graduate,Student,2014-01-17,10.38,Current,Affluent,170100.0,209263.13,553.0,1,0,1,0,0,0,1318057.76,11342.13,0.0,0.0,15.0,14524.23,9867.0,907.76,999.0,4,7,6,16,1,1,yes,8.0,3.0,4,34,0,0,0,yes
CUST0006655,34,Male,Maharashtra,Bihar Sharif,175170,Married,Graduate,Salaried,2023-05-28,1.01,Savings,UHNI,423700.0,0.0,620.0,2,1,1,1,0,0,143224.85,2814.13,216274.7,34.09,26.0,0.0,31286.37,0.0,42.11,1,11,5,9,2,2,yes,8.0,3.0,9,10,0,0,1,yes
CUST0007073,24,Male,West Bengal,Panihati,794007,Married,Graduate,Student,2014-11-06,9.58,Salary,Mass,134200.0,178540.85,584.0,1,1,1,1,0,0,348485.11,10405.18,128825.43,54.16,20.0,41551.01,8982.59,1978.62,76.16000000000001,3,17,2,17,1,2,yes,5.0,5.0,33,11,0,0,0,yes
CUST0003048,37,Female,UP,Solapur,256358,Single,Unknown,Self-Employed,2010-09-25,13.69,Salary,Mass,564900.0,1111447.96,728.0,1,0,1,1,1,0,51929.93,797.91,0.0,0.0,21.0,124640.8,49562.85,5665.49,60.760000000000005,2,14,7,16,0,1,yes,7.0,5.0,6,9,0,0,0,yes
CUST0000551,43,Female,Maharashtra,Ongole,666251,Married,Post-Graduate,Salaried,2020-01-01,4.42,Savings,Affluent,5152900.0,0.0,653.0,2,1,0,0,0,0,0.0,0.0,69173.87,19.94,18.0,0.0,370934.73,0.0,87.76,3,10,7,16,1,0,nan,8.0,5.0,22,3,0,0,0,nan
CUST0003498,41,Female,Karnataka,Aurangabad,991262,Married,Graduate,Salaried,2017-12-24,6.44,Savings,Mass,770100.0,727360.34,811.0,4,1,0,0,0,0,0.0,0.0,116066.52,68.87,25.0,62858.97,36448.43,2417.65,66.5,10,9,4,12,2,0,nan,8.0,5.0,16,3,0,0,0,nan
CUST0009225,22,Other,Delhi,Latur,777651,Married,Graduate,Salaried,2023-06-15,0.96,Current,Mass,719100.0,243695.57,699.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,15.0,13647.62,30192.06,852.98,94.75,2,16,5,12,1,2,yes,9.0,4.0,7,3,0,0,0,yes
CUST0000884,55,Female,Tamil Nadu,Ranchi,514017,Single,Graduate,Salaried,2016-06-22,7.95,NRI,Mass,1592400.0,0.0,675.0,2,1,1,1,0,0,495591.88,25827.65,30328.22,15.18,22.0,0.0,138416.18,0.0,32.24,2,14,10,11,0,0,nan,3.0,3.0,10,11,0,0,1,nan
CUST0002378,24,Female,Karnataka,Madanapalle,662190,Single,Post-Graduate,Freelancer,2017-05-11,7.06,Savings,Emerging Affluent,4095200.0,7526994.82,657.0,3,1,1,1,0,0,120790.6,1128.15,151184.05,18.78,19.0,861887.37,190406.18,43094.37,41.07,4,13,6,12,2,2,yes,7.0,1.0,40,2,0,0,0,yes
CUST0004681,38,Female,Karnataka,Nashik,936057,Divorced,Doctorate,Self-Employed,2016-08-13,7.81,Savings,Mass,3038500.0,2134567.15,690.0,2,0,1,0,0,0,343630.85,8102.61,0.0,0.0,19.0,434891.22,240689.45,21744.56,82.85,4,10,5,11,1,1,yes,2.0,4.0,9,9,0,0,0,yes
CUST0008888,40,Male,Gujarat,Hospet,322203,Married,Post-Graduate,Salaried,2015-10-14,8.64,Salary,Mass,1238700.0,407499.46,858.0,2,0,1,0,1,1,89492.26,2253.67,0.0,0.0,25.0,116920.08,121307.45,4496.93,72.3,1,19,10,18,1,0,nan,0.0,5.0,18,2,0,0,0,nan
CUST0000212,56,Male,Punjab,Bathinda,171291,Married,High School,Business Owner,2014-10-22,9.62,Fixed Deposit,Mass,367900.0,908926.75,729.0,3,0,0,0,1,0,0.0,0.0,0.0,0.0,27.0,294460.99,16419.15,10516.46,79.39,3,13,8,10,1,3,yes,8.0,5.0,17,2,0,0,0,yes
CUST0007781,36,Female,Maharashtra,Panchkula,368309,Widowed,High School,Retired,2023-02-05,1.32,Savings,Affluent,258100.0,294167.4,728.0,3,1,0,1,1,0,0.0,0.0,147031.09,22.49,17.0,92114.14,20549.44,5117.45,30.97,5,14,5,15,4,1,yes,9.0,4.0,41,3,0,0,0,yes
CUST0008955,38,Female,Gujarat,Berhampur,939875,Married,Doctorate,Freelancer,2011-01-08,13.41,Savings,Affluent,651900.0,718744.15,761.0,1,1,0,0,0,1,0.0,0.0,59572.35,6.05,12.0,57210.34,57853.53,4400.8,88.51,4,14,8,10,3,1,yes,7.0,2.0,33,1,0,0,0,yes
CUST0003051,24,Male,Tamil Nadu,Guna,869650,Married,Post-Graduate,Homemaker,2022-01-22,2.36,Fixed Deposit,HNI,190300.0,367420.44,678.0,2,0,1,1,1,0,612235.59,6661.83,0.0,0.0,21.0,59889.92,15168.14,2722.27,46.0,4,11,6,21,2,1,yes,3.0,3.0,21,1,0,0,0,yes
CUST0003064,35,Female,West Bengal,Udaipur,205331,Single,Post-Graduate,Student,2018-03-25,6.19,Savings,Mass,156100.0,46988.4,738.0,2,1,0,1,0,1,0.0,0.0,100815.7,20.01,13.0,7761.39,14460.1,554.38,41.08,2,7,7,20,1,0,nan,6.0,3.0,20,12,0,0,0,nan
CUST0004672,20,Male,Rajasthan,Rohtak,649407,Single,High School,Student,2018-11-11,5.56,Current,Mass,139800.0,73707.5,834.0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,22.0,23195.23,12086.65,1008.49,44.22,4,14,8,15,0,0,nan,5.0,5.0,32,24,0,0,0,nan
CUST0009913,32,Female,Rajasthan,Belgaum,449980,Married,Graduate,Retired,2015-07-20,8.87,NRI,Affluent,496000.0,1088543.38,683.0,4,1,1,0,0,0,355247.22,3322.51,21087.15,31.52,18.0,153218.63,32264.78,8064.14,71.2,3,10,3,17,1,0,nan,6.0,5.0,16,1,0,0,0,nan
CUST0005468,45,Female,Karnataka,Bokaro,392311,Single,High School,Self-Employed,2015-03-23,9.2,Savings,HNI,382900.0,721005.65,671.0,1,1,0,0,0,1,0.0,0.0,141378.62,25.99,16.0,235360.88,34729.9,13844.76,79.22,4,11,6,18,0,2,yes,9.0,2.0,6,3,0,0,0,yes
CUST0001439,48,Female,Telangana,Bijapur,622074,Widowed,Post-Graduate,Salaried,2023-04-21,1.12,Salary,Emerging Affluent,704400.0,43418.18,684.0,4,1,1,0,0,0,560589.52,16724.43,385621.27,65.07,21.0,13641.85,45892.46,620.08,15.989999999999998,4,11,6,9,2,2,yes,8.0,4.0,2,8,0,0,0,yes
CUST0000468,51,Female,Gujarat,Aurangabad,454787,Widowed,Post-Graduate,Salaried,2012-10-17,11.63,Savings,HNI,343500.0,280706.73,680.0,4,0,0,1,0,1,0.0,0.0,0.0,0.0,17.0,28845.88,17491.66,1602.55,86.18,3,12,4,17,3,0,nan,4.0,5.0,14,4,0,0,0,nan
CUST0005825,34,Female,West Bengal,Tiruvottiyur,145363,Married,High School,Business Owner,2011-08-10,12.82,Savings,HNI,3507100.0,624798.03,667.0,3,1,0,0,0,0,0.0,0.0,59651.29,11.95,11.0,113600.82,261366.34,9466.74,35.14,3,15,6,20,1,0,nan,8.0,2.0,10,5,0,0,0,nan
CUST0009331,60,Female,Maharashtra,Gulbarga,156148,Married,Post-Graduate,Self-Employed,2023-10-17,0.62,NRI,Mass,663300.0,453589.25,806.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,22.0,158072.35,26472.62,6872.71,62.19,3,12,10,11,5,0,nan,10.0,5.0,3,2,0,0,0,nan
CUST0004634,52,Female,West Bengal,Nagercoil,630782,Married,Graduate,Salaried,2017-06-10,6.98,Savings,Affluent,936600.0,1997567.59,756.0,3,0,0,1,0,0,0.0,0.0,0.0,0.0,12.0,83510.7,71161.93,6423.9,61.55,3,15,4,9,3,0,nan,8.0,3.0,9,5,0,0,0,nan
CUST0008867,45,Male,UP,Rajahmundry,903286,Married,High School,Student,2013-03-25,11.19,Savings,Affluent,167200.0,215391.81,749.0,4,0,0,0,0,1,0.0,0.0,0.0,0.0,14.0,58918.52,15301.02,3927.9,85.1,2,8,7,23,2,1,yes,8.0,4.0,27,2,0,0,0,yes
CUST0000697,46,Male,Telangana,Loni,754355,Married,Post-Graduate,Freelancer,2018-02-15,6.3,Savings,HNI,473800.0,639774.1,730.0,1,0,1,1,0,0,661646.16,48670.7,0.0,0.0,14.0,86332.4,19930.39,5755.49,36.94,5,9,4,20,3,1,yes,0.0,4.0,3,16,0,0,0,yes
CUST0009908,72,Male,Maharashtra,Jamnagar,794223,Married,Graduate,Salaried,2015-11-11,8.56,Current,Emerging Affluent,1765500.0,3868175.93,654.0,2,0,1,0,0,1,336476.55,4175.34,0.0,0.0,11.0,1350976.76,91489.09,112581.4,39.68,6,6,8,15,1,1,no,10.0,5.0,18,16,0,0,0,no
CUST0004231,21,Female,Tamil Nadu,Hajipur,883853,Married,Post-Graduate,Salaried,2020-10-12,3.64,Salary,Affluent,776500.0,1830367.37,679.0,3,0,1,1,1,1,402718.2,4560.69,0.0,0.0,20.0,189115.44,54984.66,9005.5,50.74999999999999,4,12,4,12,1,0,nan,3.0,4.0,2,5,0,0,0,nan
CUST0009220,36,Female,Tamil Nadu,Bidar,389801,Married,Graduate,Business Owner,2011-07-15,12.89,Current,Emerging Affluent,608500.0,427075.08,682.0,2,1,1,1,0,1,1743875.42,21884.04,205424.03,25.64,23.0,48907.7,28628.38,2037.82,83.39,3,14,5,14,1,3,no,8.0,5.0,6,2,0,0,0,no
CUST0004230,42,Male,Rajasthan,Mathura,15625,Married,Post-Graduate,Salaried,2014-08-29,9.76,Fixed Deposit,Affluent,333400.0,705013.28,749.0,1,1,1,1,0,0,464587.44,10735.53,126327.53,58.84,13.0,243621.18,29175.48,17401.51,74.81,2,12,3,13,1,3,yes,4.0,4.0,14,2,0,0,0,yes
CUST0008318,52,Male,Maharashtra,Dibrugarh,295380,Married,Graduate,Homemaker,2014-03-07,10.24,Savings,Mass,1334200.0,3088183.6,570.0,2,1,0,0,0,1,0.0,0.0,68980.99,10.5,21.0,501587.58,127629.45,22799.44,69.89,3,7,12,10,1,0,nan,9.0,3.0,1,5,0,0,0,nan
CUST0001315,42,Male,Rajasthan,Shivpuri,569631,Married,Graduate,Retired,2017-04-17,7.13,Savings,Emerging Affluent,1540000.0,0.0,751.0,1,1,1,1,0,0,233039.57,2484.37,142910.57,9.36,17.0,0.0,74562.84,0.0,90.76,7,9,5,21,1,0,nan,6.0,5.0,20,13,0,0,0,nan
CUST0004190,41,Male,West Bengal,Ghaziabad,667829,Married,Graduate,Retired,2019-05-08,5.07,NRI,Mass,411400.0,905212.77,749.0,1,1,0,1,0,0,0.0,0.0,195621.85,26.94,16.0,71436.25,25001.8,4202.13,31.87,6,11,5,17,2,0,nan,10.0,5.0,14,7,0,0,0,nan
CUST0003046,18,Female,Karnataka,Hyderabad,23581,Married,High School,Business Owner,2014-12-12,9.48,Current,Mass,1037200.0,2067501.58,743.0,2,1,1,0,0,1,155141.91,3593.29,144212.66,12.03,12.0,455421.21,94443.23,35032.4,48.24,4,9,5,10,1,0,nan,7.0,3.0,11,2,0,0,0,nan
CUST0009427,29,Female,West Bengal,Etawah,376380,Widowed,Post-Graduate,Salaried,2016-04-27,8.1,Savings,HNI,710900.0,948768.06,726.0,4,1,0,0,1,1,0.0,0.0,91908.68,42.65,18.0,273509.37,63648.96,17094.34,82.99,6,12,5,14,2,0,nan,6.0,4.0,12,2,0,0,0,nan
CUST0009262,61,Male,Maharashtra,Bally,24985,Single,Unknown,Homemaker,2016-07-08,7.9,Current,Mass,2169200.0,4587679.21,663.0,5,1,0,0,0,0,0.0,0.0,149794.2,14.24,22.0,1723366.23,195461.66,74928.97,70.72,7,18,6,13,1,2,yes,10.0,4.0,14,9,0,0,0,yes
CUST0000915,40,Male,Rajasthan,Panvel,455258,Married,Graduate,Salaried,2016-03-28,8.18,Savings,Mass,465000.0,179307.46,649.0,4,0,1,0,1,0,297604.35,13578.51,0.0,0.0,20.0,42418.92,26901.17,2019.95,74.24,3,16,4,10,0,1,yes,10.0,4.0,1,8,0,0,0,yes
CUST0000013,45,Female,Telangana,Siwan,575103,Married,High School,Homemaker,2010-09-02,13.76,Savings,Emerging Affluent,567100.0,33174.43,619.0,4,1,1,1,0,1,420705.58,4074.21,80316.69,12.09,17.0,6293.18,36136.86,349.62,84.48,5,11,2,12,3,0,nan,8.0,4.0,5,7,0,0,0,nan
CUST0006400,23,Male,UP,Berhampore,992184,Married,Graduate,Business Owner,2016-12-25,7.44,Current,Mass,670700.0,1114720.83,637.0,4,1,1,0,1,0,155561.45,2183.45,118104.34,17.24,10.0,201400.25,41833.11,18309.11,65.7,3,12,4,8,2,2,yes,8.0,4.0,9,8,0,0,0,yes
CUST0009868,43,Female,Gujarat,Siliguri,123391,Married,Graduate,Salaried,2014-05-23,10.03,Savings,Mass,363500.0,552777.04,682.0,1,1,1,0,0,1,33271.75,291.85,181750.49,23.64,13.0,168269.21,35821.61,12019.23,20.52,6,12,7,12,2,0,nan,9.0,4.0,4,1,0,0,0,nan
CUST0001537,48,Female,Delhi,Pune,393439,Divorced,Graduate,Student,2016-10-16,7.63,Savings,HNI,135300.0,333970.36,738.0,3,1,0,1,0,0,0.0,0.0,138180.04,25.94,21.0,87234.54,9406.75,3965.21,81.26,6,13,8,14,2,1,no,8.0,4.0,25,27,0,0,0,no
CUST0000737,45,Male,Delhi,Gwalior,794554,Married,Graduate,Salaried,2014-04-15,10.14,NRI,HNI,435300.0,688184.32,694.0,3,1,1,1,0,1,165659.83,12242.55,115413.23,37.83,22.0,195102.98,20951.55,8482.74,55.56,5,9,4,10,1,0,nan,8.0,4.0,1,6,0,0,0,nan
CUST0004280,46,Female,Maharashtra,Amritsar,332186,Single,Graduate,Retired,2020-09-22,3.69,Savings,Affluent,1540500.0,679772.97,830.0,3,0,1,0,0,0,620206.18,7924.97,0.0,0.0,12.0,997387.63,117768.08,76722.13,74.3,5,12,9,11,1,0,nan,8.0,4.0,19,12,0,0,0,nan
CUST0008726,37,Female,Punjab,Sambhal,2944,Married,High School,Salaried,2015-12-01,8.51,Savings,Emerging Affluent,395000.0,370825.73,725.0,4,1,0,1,1,1,0.0,0.0,107526.92,23.09,14.0,120888.95,18641.79,8059.26,54.83,9,7,9,12,1,1,yes,5.0,4.0,17,4,0,0,0,yes
CUST0000454,48,Male,Tamil Nadu,Vijayanagaram,617609,Widowed,High School,Retired,2014-04-07,10.16,Salary,Mass,668800.0,923833.81,663.0,3,1,1,0,0,0,731885.51,18411.58,174404.67,9.55,18.0,65464.25,34320.0,2975.65,19.23,3,11,4,14,2,0,nan,8.0,4.0,1,4,0,0,0,nan
CUST0004430,35,Male,Tamil Nadu,Bathinda,995823,Single,Post-Graduate,Self-Employed,2020-10-31,3.59,Salary,HNI,1897800.0,2949588.57,673.0,5,1,1,1,0,0,89017.72,2750.29,96692.23,37.95,10.0,359862.98,140341.07,32714.82,39.26,1,9,5,10,0,4,yes,6.0,5.0,0,3,0,0,0,yes
CUST0000928,46,Male,Gujarat,Agartala,941960,Married,Graduate,Business Owner,2017-05-25,7.02,Current,Mass,431700.0,382947.12,658.0,3,1,0,0,0,1,0.0,0.0,207734.29,29.2,21.0,41218.29,30760.41,1873.56,58.4,2,14,11,16,2,0,nan,6.0,3.0,18,2,0,0,0,nan
CUST0008832,34,Female,Karnataka,Anantapuram,819472,Single,Graduate,Self-Employed,2021-04-10,3.15,NRI,Mass,1192400.0,2360430.97,682.0,4,1,1,0,0,0,435668.72,4679.29,212811.61,45.08,14.0,454058.25,76279.17,30270.55,38.32,4,12,9,12,1,0,nan,9.0,4.0,44,10,0,0,0,nan
CUST0007511,64,Male,Gujarat,Panvel,151266,Single,Doctorate,Self-Employed,2020-11-16,3.54,Fixed Deposit,Affluent,1623400.0,2664709.9,556.0,3,1,1,1,0,0,1077086.09,10660.54,66885.98,16.87,18.0,495062.75,144214.78,26055.93,66.10000000000001,5,5,5,11,0,0,nan,10.0,5.0,26,1,0,0,0,nan
CUST0009266,50,Female,Delhi,Jaunpur,329560,Married,Graduate,Self-Employed,2018-01-27,6.35,NRI,Emerging Affluent,663300.0,1141604.7,739.0,1,1,0,0,1,0,0.0,0.0,118062.47,18.91,15.0,221950.13,59621.6,13871.88,46.78,6,11,3,13,2,0,nan,4.0,4.0,8,22,0,0,0,nan
CUST0006596,59,Male,Maharashtra,Thoothukudi,451320,Married,High School,Business Owner,2022-05-20,2.04,Current,Affluent,548100.0,1294535.67,742.0,2,1,1,0,0,0,166057.3,3031.47,236874.52,9.61,26.0,86174.56,46481.86,3191.65,90.96,5,13,8,21,2,2,yes,2.0,4.0,20,24,0,0,0,yes
CUST0000038,18,Female,Tamil Nadu,Dibrugarh,160708,Married,Graduate,Salaried,2018-07-10,5.9,Savings,Mass,1135800.0,679772.97,681.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,117266.74,55853.87,8376.2,61.61,3,8,6,8,0,0,nan,10.0,4.0,11,12,0,0,0,nan
CUST0006532,47,Male,West Bengal,Kolhapur,729378,Married,Graduate,Salaried,2016-09-21,7.7,Current,Affluent,1441500.0,1797854.59,617.0,4,0,1,0,0,1,313077.55,7451.41,0.0,0.0,19.0,664375.85,104061.36,33218.79,33.86,3,13,4,20,0,5,no,8.0,5.0,3,11,0,0,0,no
CUST0007946,29,Female,Telangana,Tiruppur,656869,Single,Post-Graduate,Salaried,2015-04-18,9.13,Salary,UHNI,428300.0,483945.63,744.0,1,1,0,0,0,1,0.0,0.0,93813.77,8.89,20.0,127195.11,27658.9,6056.91,61.370000000000005,6,11,9,18,0,0,nan,8.0,4.0,21,5,0,0,0,nan
CUST0007770,57,Female,Rajasthan,Dhule,500193,Single,High School,Business Owner,2023-11-02,0.58,Savings,Mass,671100.0,634767.94,663.0,3,1,0,0,0,0,0.0,0.0,146608.06,16.83,16.0,236250.12,34621.29,13897.07,47.68,6,10,6,20,1,0,nan,5.0,1.0,26,3,0,0,0,nan
CUST0003959,56,Female,Telangana,Hindupur,981699,Married,Graduate,Freelancer,2010-09-08,13.74,Salary,Emerging Affluent,386800.0,71615.78,626.0,1,1,1,0,1,0,102278.71,2313.17,53553.08,62.58,20.0,21996.41,33302.03,1047.45,61.63999999999999,6,21,4,10,1,0,nan,2.0,4.0,13,15,0,0,0,nan
CUST0004581,44,Female,Delhi,Hyderabad,231595,Divorced,Graduate,Salaried,2018-02-03,6.33,Salary,Mass,1905800.0,3520739.78,494.0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,16.0,927114.02,170477.64,54536.12,91.65,2,12,6,15,1,3,yes,4.0,1.0,8,2,0,0,0,yes
CUST0000941,25,Male,West Bengal,Jaunpur,315904,Single,Graduate,Salaried,2019-01-25,5.35,Salary,Mass,1246000.0,2349680.27,570.0,1,0,1,0,1,0,23416.49,198.44,0.0,0.0,23.0,278401.41,95960.02,11600.06,41.61,4,13,4,13,4,1,yes,6.0,5.0,16,17,0,0,0,yes
CUST0004624,52,Female,Telangana,Raebareli,671883,Single,Unknown,Student,2014-10-13,9.64,NRI,Affluent,121100.0,277221.16,690.0,2,1,0,0,0,0,0.0,0.0,176666.27,11.24,14.0,74516.67,8129.27,4967.78,21.74,3,14,5,11,0,1,yes,5.0,3.0,7,7,0,0,0,yes
CUST0003814,43,Female,West Bengal,Muzaffarpur,965672,Married,Graduate,Salaried,2012-03-03,12.25,Savings,Mass,513900.0,821322.46,758.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,20.0,215640.29,51319.39,10268.59,85.71,2,11,4,10,3,0,nan,10.0,5.0,10,17,0,0,0,nan
CUST0009725,32,Male,Telangana,Mango,75540,Divorced,Graduate,Salaried,2022-01-10,2.39,Savings,Emerging Affluent,195800.0,216538.74,766.0,3,1,1,1,0,1,916292.1,10272.47,98528.66,52.89,22.0,30425.41,13867.03,1322.84,80.67,3,11,7,10,0,0,nan,2.0,4.0,5,7,0,0,0,nan
CUST0005122,36,Male,Delhi,Davanagere,327674,Married,High School,Self-Employed,2019-12-07,4.49,Savings,Emerging Affluent,303200.0,462425.68,566.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,14.0,91329.53,22814.36,6088.64,51.080000000000005,1,16,5,20,2,0,nan,7.0,4.0,15,1,0,0,0,nan
CUST0002237,42,Female,UP,Bangalore,351052,Married,High School,Homemaker,2016-02-04,8.33,Salary,Emerging Affluent,1624900.0,267295.4,801.0,4,1,1,1,1,0,1458753.79,114270.43,91806.64,12.19,20.0,3680.34,138167.06,175.25,91.87,2,11,8,16,1,0,nan,8.0,3.0,19,3,0,0,0,nan
CUST0008110,47,Male,West Bengal,Junagadh,478049,Married,Graduate,Business Owner,2012-12-02,11.5,Savings,Mass,694600.0,537377.73,585.0,2,1,1,0,0,1,145537.04,1362.12,116006.86,43.31,22.0,166856.89,54481.76,7254.65,56.38,7,11,4,18,2,1,yes,8.0,4.0,1,3,0,0,0,yes
CUST0003095,30,Female,Tamil Nadu,Anantapuram,502789,Married,Graduate,Business Owner,2021-12-09,2.48,Savings,UHNI,1506400.0,2039059.11,594.0,2,1,1,1,1,0,87708.72,930.29,277125.27,29.41,17.0,452222.31,120764.48,25123.46,61.41,2,17,5,13,1,0,nan,9.0,4.0,8,4,0,0,0,nan
CUST0000739,63,Female,West Bengal,Ichalkaranji,836349,Single,Graduate,Salaried,2015-06-01,9.01,Current,Affluent,670700.0,247487.07,702.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,29883.93,18702.78,1494.2,43.67,7,13,5,11,1,0,nan,5.0,3.0,7,1,0,0,0,nan
CUST0000539,55,Female,Karnataka,Kochi,484615,Married,Graduate,Business Owner,2020-03-28,4.18,Savings,HNI,694000.0,1263623.49,593.0,5,1,1,0,1,0,882687.68,7359.65,143255.71,8.19,21.0,187982.55,59383.52,8544.66,52.42,3,13,3,17,0,4,yes,8.0,4.0,4,4,0,0,0,yes
CUST0003458,37,Female,Maharashtra,Jammu,943374,Widowed,Graduate,Self-Employed,2016-07-17,7.88,Savings,HNI,206100.0,497708.99,733.0,2,1,1,0,1,0,226432.25,4265.97,168841.47,21.96,21.0,187089.94,13862.61,8504.09,76.58,3,15,7,14,2,0,nan,7.0,3.0,9,1,0,0,0,nan
CUST0008088,38,Male,UP,Barasat,672394,Married,Post-Graduate,Business Owner,2019-08-15,4.8,Fixed Deposit,HNI,424000.0,587404.15,745.0,4,0,0,1,0,0,0.0,0.0,0.0,0.0,25.0,34837.01,29307.22,1339.88,63.02,1,15,3,10,1,0,nan,10.0,5.0,65,11,0,0,0,nan
CUST0001401,28,Female,UP,Kalyan-Dombivli,863681,Single,Doctorate,Business Owner,2011-07-25,12.86,Savings,Mass,814600.0,457653.93,740.0,3,0,0,1,1,0,0.0,0.0,0.0,0.0,19.0,151180.78,55843.46,7559.04,29.29,4,19,9,13,2,0,nan,6.0,5.0,1,2,0,0,0,nan
CUST0004154,32,Female,Delhi,Lucknow,836919,Single,Graduate,Salaried,2020-03-23,4.19,Savings,Emerging Affluent,6479700.0,11479808.54,783.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,13.0,3499407.73,396971.5,249957.7,97.22,5,9,6,8,1,4,yes,4.0,4.0,3,10,0,0,0,yes
