order_id,order_date,delivery_date,supplier_name,product_category,region,warehouse_code,quantity_ordered,unit_price_inr,total_amount_inr,lead_time_days,quality_score,on_time_delivery,discount_pct,shipment_mode,payment_terms,delivery_days
ORD-00159,13-08-2022,24-09-2022 00:00,Mahindra Logistics,machinery,Road,Wh-pun-06,930,410.37,381644.1,37,6.715801953187469,Yes,0.05,Road,Net 30,42
ORD-00160,22-05-2022,23-06-2022 00:00,Unknown,Unknown,Rail,Wh-hyd-05,33,2627.31,86701.23,33,5.659903020392016,No,0.3,Rail,Net 60,32
ORD-00161,06-06-2023,15-06-2023 00:00,asian paints ltd,chemicals,Sea,Wh-hyd-05,48,2057.88,98778.24,36,2.965988645949764,No,0.13,Sea,Cod,9
ORD-00162,21-05-2023,28-06-2023 00:00,DHL Supply Chain,electronics,Road,Wh-mum-01,503,4912.07,2470771.21,3,2.0822250386050807,Yes,0.16,Road,Net 60,38
ORD-00163,04-04-2022,11-04-2022 00:00,Infosys BPM,machinery,Road,Wh-mum-01,407,569.07,231611.49,9,1.6150684197903435,Yes,0.26,Road,Net 60,7
ORD-00164,13-02-2024,13-03-2024 00:00,Infosys BPM,electronics,Air,Wh-del-02,574,1995.3,1145302.2,8,3.3698420537788008,No,0.3,Air,Net 30,29
ORD-00165,18-02-2022,20-03-2022 00:00,RELIANCE INDUSTRIES,electronics,Air,Wh-pun-06,728,4847.66,3529096.48,33,1.4151120790216043,Yes,0.17,Air,Net 60,30
ORD-00166,31-05-2024,unknown,RELIANCE INDUSTRIES,packaging,Air,Wh-blr-04,805,4328.88,3484748.4,59,6.104537019274471,Yes,0.24,Air,Net 60,0
ORD-00167,23-04-2022,04-06-2022 00:00,Wipro Logistics,machinery,Express Air,Wh-mum-01,99,4087.19,404631.81,6,3.5544560232116824,Yes,0.1,Express Air,Net 60,42
ORD-00168,06-06-2022,11-06-2022 00:00,Reliance Industries,packaging,Road,Wh-mum-01,684,1296.94,887106.96,41,8.420813272783288,No,0.09,Road,Cod,5
ORD-00169,05-10-2023,22-10-2023 00:00,BlueDart Express,packaging,Road,Wh-hyd-05,872,862.73,752300.56,39,1.668167856895478,Yes,0.12,Road,Net 60,17
ORD-00170,13-06-2022,28-07-2022 00:00,Unknown,Unknown,Road,Wh-del-02,726,3346.53,2429580.78,4,5.659903020392016,No,0.2,Road,Net 90,45
ORD-00171,22-03-2024,28-03-2024 00:00,RELIANCE INDUSTRIES,raw materials,Air,Wh-pun-06,987,4647.59,4587171.33,13,7.572215323811313,Yes,0.2,Air,Net 30,6
ORD-00172,28-11-2023,11-01-2024 00:00,Mahindra Logistics,food & beverage,Express Air,Wh-mum-01,547,2788.25,1525172.75,29,6.389274667451423,No,0.09,Express Air,Net 30,44
ORD-00173,09-03-2023,03-04-2023 00:00,Blue Dart Express,machinery,Sea,Wh-mum-01,961,2862.35,2750718.35,2,1.5804214412425075,No,0.04,Sea,Net 30,25
ORD-00175,07-03-2022,08-04-2022 00:00,Unknown,Unknown,Road,Wh-mum-01,613,3849.77,2359909.01,44,5.659903020392016,No,0.04,Road,Advance,32
ORD-00176,30-01-2023,02-02-2023 00:00,Unknown,Unknown,Road,Wh-mum-01,943,943.35,889579.05,27,5.659903020392016,Yes,0.17,Road,Net 60,3
ORD-00177,26-01-2023,11-02-2023 00:00,Unknown,Unknown,Express Air,Wh-del-02,462,1625.16,750823.92,32,5.659903020392016,Yes,0.21,Express Air,Advance,16
ORD-00178,03-09-2023,22-09-2023 00:00,BlueDart Express,packaging,Road,Wh-mum-01,643,2132.93,1256250.02,21,9.901255225151566,Yes,0.21,Road,Net 90,19
ORD-00179,25-04-2023,01-05-2023 00:00,TATA STEEL LTD,machinery,Air,Wh-pun-06,769,2542.98,1955551.62,8,6.635585544338244,Yes,0.23,Air,Cod,6
ORD-00180,26-06-2023,03-07-2023 00:00,asian paints ltd,chemicals,Air,Wh-mum-01,5,1219.62,6098.1,38,5.781848685112532,No,0.26,Air,Net 90,7
ORD-00181,15-09-2022,22-09-2022 00:00,asian paints ltd,machinery,Air,Wh-del-02,218,583.04,127102.72,8,8.543369651967321,No,0.15,Air,Net 30,7
ORD-00182,21-07-2023,04-09-2023 00:00,Infosys BPM,food & beverage,Air,Wh-hyd-05,503,3056.99,1537665.97,50,3.567613045215848,No,0.22,Air,Net 30,45
ORD-00183,31-05-2024,02-06-2024 00:00,Godrej Industries,food & beverage,Sea,Wh-mum-01,767,1450.27,1112357.09,3,4.862643340567212,Yes,0.19,Sea,Net 90,2
ORD-00184,12-01-2022,unknown,Wipro Logistics,textiles,Air,Wh-blr-04,398,2910.38,1158331.24,54,3.4099900793950075,Yes,0.06,Air,Net 30,0
ORD-00185,28-11-2023,17-12-2023 00:00,Tata Steel Ltd,packaging,Air,Wh-che-03,-390,780.27,-304305.3,44,8.102447619298584,No,0.01,Air,Net 60,19
ORD-00186,09-01-2024,06-02-2024 00:00,Tata Steel Ltd,electronics,Air,Wh-pun-06,795,2410.89,1916657.55,58,6.160144110716962,Yes,0.09,Air,Net 30,28
ORD-00187,28-04-2022,01-06-2022 00:00,Unknown,Unknown,Road,Wh-mum-01,393,2667.62,1048374.66,3,5.659903020392016,No,0.13,Road,Net 30,34
ORD-00188,30-11-2023,13-01-2024 00:00,Godrej Industries,food & beverage,Road,Wh-mum-01,207,268.6,55600.2,22,3.270765248554659,No,0.19,Road,Net 30,44
ORD-00189,25-06-2024,06-07-2024 00:00,TATA STEEL LTD,textiles,Sea,Wh-blr-04,15,1689.66,25344.9,6,2.982027712395836,No,0.25,Sea,Net 30,11
ORD-00190,04-07-2023,13-08-2023 00:00,Infosys BPM,raw materials,Express Air,Wh-mum-01,858,680.73,584066.34,2,5.395371660846449,Yes,0.06,Express Air,Net 60,40
ORD-00191,08-02-2024,19-03-2024 00:00,asian paints ltd,raw materials,Road,Wh-mum-01,554,326.24,180736.96,23,7.638091741835441,Yes,0.04,Road,Net 30,40
ORD-00192,01-10-2022,02-11-2022 00:00,Blue Dart Express,packaging,Air,Wh-del-02,892,4949.9,4415310.8,44,5.727157817681442,Yes,0.29,Air,Net 90,32
ORD-00193,27-02-2024,08-03-2024 00:00,asian paints ltd,electronics,Road,Wh-mum-01,461,1618.55,746151.55,2,1.2938110979110171,Yes,0.03,Road,Net 90,10
ORD-00194,19-10-2023,29-11-2023 00:00,Blue Dart Express,machinery,Air,Wh-hyd-05,691,4051.27,2799427.57,38,8.816963556882598,Yes,0.14,Air,Advance,41
ORD-00195,15-12-2022,01-01-2023 00:00,asian paints ltd,packaging,Air,Wh-del-02,575,1280.66,736379.5,17,1.5821820416361845,No,0.18,Air,Net 30,17
ORD-00196,25-04-2022,25-05-2022 00:00,TATA STEEL LTD,packaging,Road,Wh-hyd-05,864,3410.7,2946844.8,35,9.602420353486773,Yes,0.16,Road,Net 60,30
ORD-00197,28-10-2022,11-12-2022 00:00,Reliance Industries,electronics,Sea,Wh-blr-04,743,3803.54,2826030.22,34,1.2262776244954543,No,0.03,Sea,Net 30,44
ORD-00198,22-03-2023,27-03-2023 00:00,Asian Paints Ltd,chemicals,Air,Wh-che-03,241,2982.24,718719.84,23,7.250054105176379,No,0.02,Air,Net 30,5
ORD-00199,11-06-2022,04-07-2022 00:00,Blue Dart Express,textiles,Sea,Wh-mum-01,564,2363.17,1332827.88,30,1.7398635734060348,Yes,0.03,Sea,Net 30,23
ORD-00200,10-04-2023,30-04-2023 00:00,DHL Supply Chain,packaging,Rail,Wh-blr-04,96,2065.09,198248.64,52,9.196089214916256,No,0.18,Rail,Net 30,20
ORD-00201,04-01-2022,01-02-2022 00:00,Mahindra Logistics,electronics,Express Air,Wh-mum-01,900,1750.85,1575765,8,5.179899126029885,Yes,0.16,Express Air,Net 30,28
ORD-00202,10-01-2024,09-02-2024 00:00,DHL Supply Chain,chemicals,Road,Wh-blr-04,734,4648.35,3411888.9,22,2.2377139733531384,No,0.07,Road,Net 60,30
ORD-00203,15-06-2024,28-06-2024 00:00,mahindra logistics,food & beverage,Road,Wh-hyd-05,485,4154.79,2015073.15,44,4.067341298108619,Yes,0.19,Road,Net 90,13
ORD-00204,07-01-2024,07-02-2024 00:00,Tata Steel Ltd,machinery,Road,Wh-hyd-05,407,4825.48,1963970.36,58,2.4834220781208582,Yes,0.25,Road,Net 30,31
ORD-00205,27-09-2022,22-10-2022 00:00,Infosys BPM,electronics,Air,Wh-del-02,-983,630.24,-619525.92,36,2.5352372040138103,Yes,0.01,Air,Cod,25
ORD-00206,28-05-2023,04-07-2023 00:00,Mahindra Logistics,food & beverage,Road,Wh-pun-06,749,3657.03,2739115.47,5,9.532974882,No,0.15,Road,Net 30,37
ORD-00207,20-02-2024,05-04-2024 00:00,Infosys BPM,electronics,Express Air,Wh-mum-01,655,4692.32,3073469.6,13,5.007215010563094,Yes,0.21,Express Air,Net 30,45
ORD-00208,02-07-2022,14-08-2022 00:00,Unknown,Unknown,Express Air,Wh-hyd-05,171,914.35,156353.85,29,5.659903020392016,Yes,0.08,Express Air,Net 30,43
ORD-00209,04-06-2023,05-06-2023 00:00,BlueDart Express,raw materials,Air,Wh-pun-06,541,341.82,184924.62,31,6.7564500505991365,Yes,0.09,Air,Net 30,1
ORD-00210,19-04-2022,02-06-2022 00:00,BlueDart Express,packaging,Road,Wh-hyd-05,36,3708.19,133494.84,47,7.0878372610455305,Yes,0.18,Road,Net 30,44
ORD-00211,10-06-2024,14-06-2024 00:00,asian paints ltd,machinery,Road,Wh-mum-01,525,2876.62,1510225.5,57,15.122199905014329,Yes,0.27,Road,Cod,4
ORD-00212,03-10-2023,04-11-2023 00:00,Mahindra Logistics,packaging,Road,Wh-mum-01,160,4210.73,673716.8,55,3.1076600213393712,Yes,0.24,Road,Cod,32
ORD-00213,02-11-2022,21-11-2022 00:00,Reliance Industries,raw materials,Rail,Wh-mum-01,839,707.46,593558.94,16,8.080753016389933,Yes,0.17,Rail,Cod,19
ORD-00214,11-05-2024,26-05-2024 00:00,Blue Dart Express,electronics,Air,Wh-mum-01,699,3978.38,2780887.62,42,9.736895858273046,Yes,0.22,Air,Net 60,15
ORD-00215,17-10-2023,09-11-2023 00:00,  Blue Dart Express  ,packaging,Road,Wh-mum-01,-506,1016.12,-514156.72,30,3.3640807833878656,Yes,0.11,Road,Net 30,23
ORD-00216,04-06-2023,17-06-2023 00:00,Asian Paints Ltd,textiles,Road,Wh-mum-01,86,826.64,71091.04,57,3.4441188827593585,Yes,0.19,Road,Cod,13
ORD-00217,16-09-2023,30-10-2023 00:00,Wipro Logistics,electronics,Road,Wh-mum-01,796,829.69,660433.24,-34,5.256074195298144,Yes,0.14,Road,Advance,44
ORD-00218,23-07-2022,04-09-2022 00:00,Blue Dart Express,machinery,Road,Wh-del-02,578,4074.73,2355193.94,16,9.854562816,Yes,0.06,Road,Advance,43
ORD-00219,06-06-2022,15-06-2022 00:00,Reliance Industries,electronics,Express Air,Wh-blr-04,682,3329.33,2270603.06,12,3.4206305124382395,Yes,0.21,Express Air,Net 60,9
ORD-00220,18-01-2023,28-02-2023 00:00,asian paints ltd,electronics,Air,Wh-pun-06,557,2620.1,1459395.7,17,4.662747186708375,Yes,0.17,Air,Net 30,41
ORD-00221,20-02-2024,11-03-2024 00:00,Blue Dart Express,raw materials,Air,Wh-hyd-05,574,1800.56,1487515.66,16,9.023320140611562,Yes,0.11,Air,Net 60,20
ORD-00222,15-06-2022,18-06-2022 00:00,Blue Dart Express,chemicals,Rail,Wh-pun-06,953,4387.23,4181030.19,12,1.026289293592258,No,0.27,Rail,Net 60,3
ORD-00223,07-07-2023,16-07-2023 00:00,DHL Supply Chain,electronics,Express Air,Wh-che-03,646,1968.3,2408452.14,8,1.357893684897126,No,0.01,Express Air,Net 30,9
ORD-00224,08-03-2024,27-03-2024 00:00,Reliance Industries,electronics,Rail,Wh-blr-04,796,4084.83,3251524.68,20,6.436645093640973,No,0.09,Rail,Net 60,19
ORD-00225,28-06-2023,25-07-2023 00:00,  Blue Dart Express  ,packaging,Air,Wh-del-02,28,2201.28,61635.84,3,9.166421482415624,No,0.02,Air,Net 30,27
ORD-00226,01-01-2022,10-01-2022 00:00,RELIANCE INDUSTRIES,raw materials,Road,Wh-mum-01,620,1890.95,1172389,16,3.149709943617349,No,0.23,Road,Net 30,9
ORD-00227,06-09-2023,30-09-2023 00:00,Unknown,Unknown,Sea,Wh-che-03,556,2318.77,1289236.12,30,5.659903020392016,Yes,0.21,Sea,Net 30,24
ORD-00228,28-11-2022,16-12-2022 00:00,Tata Steel Ltd,machinery,Air,Wh-hyd-05,340,1513.88,514719.2,45,5.0541877149203644,No,0.1,Air,Net 90,18
ORD-00229,16-05-2023,02-06-2023 00:00,  Reliance Industries  ,textiles,Road,Wh-mum-01,798,3740.57,2984974.86,23,5.256742114859591,No,0.2,Road,Net 60,17
ORD-00230,20-01-2022,20-02-2022 00:00,BlueDart Express,packaging,Road,Wh-hyd-05,958,2518.57,2412790.06,-4,6.602677261567707,Yes,0.12,Road,Advance,31
ORD-00231,25-04-2022,14-05-2022 00:00,BlueDart Express,food & beverage,Road,Wh-mum-01,331,1168.74,386852.94,51,5.2276938669161535,Yes,0.23,Road,Net 30,19
ORD-00232,07-01-2023,29-01-2023 00:00,Tata Steel Ltd,raw materials,Rail,Wh-blr-04,640,4498.88,2879283.2,40,5.027213272,Yes,0.14,Rail,Advance,22
ORD-00233,18-06-2024,18-07-2024 00:00,Infosys BPM,electronics,Sea,Wh-che-03,506,1925.62,974363.72,54,5.268595783881345,No,0.12,Sea,Cod,30
ORD-00234,01-05-2024,11-05-2024 00:00,Infosys BPM,raw materials,Rail,Wh-mum-01,348,2722.33,947370.84,-51,6.317806971439373,No,0.28,Rail,Net 30,10
ORD-00235,06-04-2024,21-04-2024 00:00,Tata Steel Ltd,packaging,Air,Wh-che-03,473,4533.3,2144250.9,20,5.833067395162225,Yes,0.08,Air,Cod,15
ORD-00236,11-11-2022,25-12-2022 00:00,  asian paints ltd  ,packaging,Road,Wh-mum-01,231,3124.95,721863.45,40,8.687223978854538,Yes,0.04,Road,Cod,44
ORD-00237,03-09-2022,09-10-2022 00:00,Reliance Industries,textiles,Express Air,Wh-mum-01,190,593.32,112730.8,56,1.4454716814429995,Yes,0.18,Express Air,Advance,36
ORD-00238,01-03-2022,27-03-2022 00:00,Asian Paints Ltd,textiles,Express Air,Wh-del-02,225,4699.76,1057446,44,8.499853643257111,No,0.29,Express Air,Net 60,26
ORD-00239,04-09-2022,unknown,Wipro Logistics,raw materials,Rail,Wh-hyd-05,385,3142.26,1740141.07,1,8.595321513505517,No,0.11,Rail,Cod,0
ORD-00240,18-06-2024,18-07-2024 00:00,Wipro Logistics,chemicals,Air,Wh-che-03,377,1681.18,633804.86,57,3.5641721937786475,Yes,0.02,Air,Cod,30
ORD-00241,04-08-2023,17-09-2023 00:00,Unknown,Unknown,Rail,Wh-del-02,283,704.97,199506.51,30,5.659903020392016,Yes,0.1,Rail,Advance,44
ORD-00242,22-03-2022,16-04-2022 00:00,mahindra logistics,food & beverage,Road,Wh-del-02,958,3972.19,3805358.02,21,4.946846397,Yes,0.15,Road,Net 30,25
ORD-00243,29-03-2022,22-04-2022 00:00,Godrej Industries,raw materials,Air,Wh-del-02,633,3104.16,1964933.28,20,2.9665885091871727,No,0.05,Air,Net 30,24
ORD-00244,20-01-2024,04-02-2024 00:00,Infosys BPM,chemicals,Sea,Wh-hyd-05,628,2671.97,1677997.16,6,4.5711716237768485,No,0.2,Sea,Cod,15
ORD-00245,13-05-2023,22-06-2023 00:00,Infosys BPM,raw materials,Road,Wh-blr-04,973,4470.52,4349815.96,22,1.3994899495376898,Yes,0.3,Road,Net 30,40
ORD-00246,15-04-2024,21-05-2024 00:00,Mahindra Logistics,chemicals,Air,Wh-del-02,745,3945.1,2939099.5,18,3.500398655,No,0.14,Air,Net 90,36
ORD-00247,12-03-2022,21-04-2022 00:00,Unknown,Unknown,Road,Wh-blr-04,259,766.86,198616.74,8,5.659903020392016,No,0.11,Road,Net 30,40
ORD-00248,18-02-2024,23-02-2024 00:00,Unknown,Unknown,Road,Wh-mum-01,47,1565.49,924913.841,39,5.659903020392016,No,0.12,Road,Net 30,5
ORD-00250,24-02-2024,15-03-2024 00:00,DHL Supply Chain,packaging,Road,Wh-mum-01,456,3722.29,1697364.24,33,5.784395181439878,Yes,0.26,Road,Net 60,20
ORD-00251,09-05-2022,17-05-2022 00:00,DHL Supply Chain,packaging,Sea,Wh-mum-01,411,177.33,74002.2,53,8.918764096,No,0.12,Sea,Net 30,8
ORD-00252,12-05-2022,15-05-2022 00:00,asian paints ltd,packaging,Air,Wh-del-02,649,2853.75,1852083.75,16,6.173015988379737,No,0.12,Air,Net 30,3
ORD-00253,07-11-2023,09-12-2023 00:00,Tata Steel Ltd,raw materials,Air,Wh-pun-06,318,3814.67,1213065.06,12,1.2670140075826584,No,0.2,Air,Net 30,32
ORD-00254,02-05-2023,18-05-2023 00:00,asian paints ltd,electronics,Sea,Wh-che-03,677,4385.06,2968685.62,38,7.078781867923803,No,0.13,Sea,Net 60,16
ORD-00255,17-07-2023,26-07-2023 00:00,Mahindra Logistics,chemicals,Road,Wh-mum-01,225,1716.99,386322.75,52,1.403682112212118,Yes,0.19,Road,Net 90,9
ORD-00256,19-06-2022,13-07-2022 00:00,  asian paints ltd  ,packaging,Express Air,Wh-blr-04,819,4108.07,3364509.33,34,5.055373170848206,No,0.02,Express Air,Net 30,24
ORD-00257,29-09-2022,13-11-2022 00:00,Blue Dart Express,raw materials,Sea,Wh-mum-01,234,562.05,131519.7,14,9.364840250258029,No,0.24,Sea,Advance,45
ORD-00258,25-06-2023,22-07-2023 00:00,DHL Supply Chain,packaging,Air,Wh-che-03,684,4233.8,2895919.2,36,2.4868354540406514,No,0.28,Air,Cod,27
ORD-00259,12-06-2024,22-06-2024 00:00,Infosys BPM,electronics,Rail,Wh-mum-01,47,646.17,1249835.930934066,33,5.302450250828452,No,0.19,Rail,Net 60,10
ORD-00260,14-09-2023,26-10-2023 00:00,  Asian Paints Ltd  ,raw materials,Air,Wh-del-02,975,1992.46,1942648.5,23,7.568742779636306,Yes,0.29,Air,Net 30,42
ORD-00261,10-03-2023,11-04-2023 00:00,Wipro Logistics,machinery,Air,Wh-del-02,827,3988.5,3298489.5,50,8.940327004853629,Yes,0.05,Air,Net 30,32
ORD-00262,05-08-2022,23-08-2022 00:00,Wipro Logistics,electronics,Road,Wh-mum-01,374,758.09,283525.66,45,5.260864536044267,Yes,0.14,Road,Net 30,18
ORD-00263,07-07-2023,unknown,Blue Dart Express,packaging,Air,Wh-che-03,672,1153.96,775461.12,2,3.323559287720523,No,0.18,Air,Cod,0
ORD-00264,13-02-2024,13-03-2024 00:00,RELIANCE INDUSTRIES,machinery,Road,Wh-del-02,608,3614.04,2197336.32,41,7.071470676245945,No,0.17,Road,Cod,29
ORD-00265,18-01-2024,03-02-2024 00:00,Unknown,Unknown,Road,Wh-che-03,472,3602.98,1700606.56,21,5.659903020392016,Yes,0.12,Road,Net 30,16
ORD-00266,08-12-2023,15-12-2023 00:00,DHL Supply Chain,packaging,Road,Wh-mum-01,233,3209.33,747773.89,2,7.465863068368617,No,0.1,Road,Net 90,7
ORD-00267,25-07-2022,18-08-2022 00:00,RELIANCE INDUSTRIES,chemicals,Rail,Wh-pun-06,692,3472.8,2403177.6,27,9.586298148265366,No,0.04,Rail,Cod,24
ORD-00268,01-01-2024,12-02-2024 00:00,Blue Dart Express,food & beverage,Road,Wh-che-03,113,2718.19,413104.7,57,7.492541059956594,No,0.12,Road,Net 30,42
ORD-00269,16-11-2022,12-12-2022 00:00,Reliance Industries,raw materials,Air,Wh-hyd-05,830,1266.48,1051178.4,9,8.765924526211712,Yes,0.05,Air,Net 90,26
ORD-00270,13-02-2023,21-02-2023 00:00,Reliance Industries,electronics,Road,Wh-blr-04,497,1735.02,862304.94,1,1.0189345885829506,Yes,0.22,Road,Net 30,8
ORD-00271,19-11-2023,19-12-2023 00:00,Asian Paints Ltd,electronics,Express Air,Wh-mum-01,442,916.17,404947.14,11,7.458149122584349,No,0.06,Express Air,Net 30,30
ORD-00272,28-10-2023,11-11-2023 00:00,Unknown,Unknown,Express Air,Wh-che-03,564,4543.17,2562347.88,3,5.659903020392016,No,0.02,Express Air,Cod,14
ORD-00273,18-01-2023,26-02-2023 00:00,  Mahindra Logistics  ,raw materials,Road,Wh-del-02,268,2921.13,782862.84,52,1.3650286379021328,Yes,0.17,Road,Net 90,39
ORD-00274,25-03-2023,29-03-2023 00:00,  Tata Steel Ltd  ,food & beverage,Road,Wh-che-03,510,2010.25,1025227.5,23,8.844379545594077,No,0.18,Road,Cod,4
ORD-00277,04-05-2022,09-06-2022 00:00,asian paints ltd,electronics,Air,Wh-hyd-05,387,775.22,300010.14,18,8.203193911,Yes,1.14,Air,Net 30,36
ORD-00278,11-09-2022,25-09-2022 00:00,Unknown,Unknown,Air,Wh-del-02,113,2935.29,331687.77,55,5.659903020392016,Yes,0.24,Air,Net 60,14
ORD-00279,19-08-2022,03-09-2022 00:00,Asian Paints Ltd,chemicals,Express Air,Wh-mum-01,613,2534.38,1553574.94,6,1.8305631286593151,No,0.16,Express Air,Net 30,15
ORD-00280,07-03-2022,17-03-2022 00:00,  mahindra logistics  ,electronics,Road,Wh-mum-01,625,3061.16,1913225,35,6.366893669743315,Yes,0.02,Road,Net 90,10
ORD-00281,13-12-2022,21-01-2023 00:00,Infosys BPM,chemicals,Rail,Wh-che-03,952,100.37,95552.24,22,5.946252910499292,Yes,0.17,Rail,Net 30,39
ORD-00282,22-01-2022,unknown,Infosys BPM,textiles,Air,Wh-del-02,81,4361.9,353313.9,43,9.102891412668445,Yes,0.27,Air,Net 60,0
ORD-00283,26-08-2023,05-09-2023 00:00,DHL Supply Chain,machinery,Sea,Wh-mum-01,699,4661.27,3258227.73,15,4.638157566797883,Yes,0.12,Sea,Net 30,10
ORD-00284,22-07-2023,26-08-2023 00:00,RELIANCE INDUSTRIES,electronics,Road,Wh-del-02,113,2830.01,319791.13,22,3.889729873783451,Yes,0.09,Road,Cod,35
ORD-00285,24-08-2022,05-09-2022 00:00,Reliance Industries,raw materials,Air,Wh-hyd-05,2,3486.29,6972.58,37,7.748656879928196,No,0.04,Air,Net 30,12
ORD-00286,26-08-2023,28-08-2023 00:00,Tata Steel Ltd,raw materials,Sea,Wh-che-03,642,4613.27,2961719.34,52,4.714077935,No,0.05,Sea,Advance,2
ORD-00287,14-08-2022,06-09-2022 00:00,Godrej Industries,packaging,Road,Wh-blr-04,220,3539.12,778606.4,42,6.814865575045567,Yes,0.13,Road,Cod,23
ORD-00288,08-01-2022,24-01-2022 00:00,TATA STEEL LTD,machinery,Rail,Wh-che-03,566,771.17,436482.22,12,6.818050811121463,Yes,0.18,Rail,Net 30,16
ORD-00289,14-03-2022,16-03-2022 00:00,Blue Dart Express,food & beverage,Road,Wh-mum-01,855,2885.68,2467256.4,47,8.992351579,Yes,0.02,Road,Net 30,2
ORD-00290,26-12-2023,30-12-2023 00:00,TATA STEEL LTD,electronics,Rail,Wh-pun-06,997,3037.51,3028397.47,49,6.388231620871876,Yes,1.21,Rail,Net 90,4
ORD-00291,09-10-2023,05-11-2023 00:00,asian paints ltd,food & beverage,Air,Wh-hyd-05,736,2126.41,1565037.76,42,5.519382489657882,No,0.23,Air,Net 30,27
ORD-00292,02-03-2022,07-03-2022 00:00,RELIANCE INDUSTRIES,electronics,Road,Wh-del-02,225,3684.86,1467997.12,38,2.249841937568653,Yes,0.18,Road,Net 60,5
ORD-00293,23-08-2022,16-09-2022 00:00,RELIANCE INDUSTRIES,food & beverage,Air,Wh-blr-04,385,4672.49,1798908.65,18,2.041638460108348,Yes,0.25,Air,Net 30,24
ORD-00294,11-03-2022,18-03-2022 00:00,RELIANCE INDUSTRIES,raw materials,Sea,Wh-che-03,403,4628.59,1865321.77,45,2.3888940875477145,No,0.02,Sea,Net 60,7
ORD-00295,02-02-2022,17-02-2022 00:00,BlueDart Express,electronics,Express Air,Wh-mum-01,638,2259.69,1441682.22,35,2.5466363319438505,No,0.14,Express Air,Net 60,15
ORD-00296,30-05-2024,02-06-2024 00:00,Reliance Industries,electronics,Sea,Wh-che-03,130,575.06,74757.8,30,6.740893833972705,No,0.19,Sea,Net 90,3
ORD-00297,05-12-2022,17-01-2023 00:00,mahindra logistics,food & beverage,Road,Wh-hyd-05,53,4924.36,260991.08,24,7.668831252471207,No,0.25,Road,Net 90,43
ORD-00298,14-03-2022,13-04-2022 00:00,Wipro Logistics,raw materials,Express Air,Wh-del-02,684,4196.1,2870132.4,29,5.769923706337768,Yes,0.24,Express Air,Cod,30
ORD-00300,01-09-2022,24-08-2022 00:00,Mahindra Logistics,chemicals,Air,Wh-mum-01,672,4605,3094560,14,9.921369040602698,No,0.28,Air,Net 30,-8
ORD-00301,13-10-2022,10-11-2022 00:00,Reliance Industries,raw materials,Road,Wh-mum-01,710,4350.78,3089053.8,6,8.380113662074205,Yes,0.04,Road,Net 30,28
ORD-00302,17-11-2023,19-12-2023 00:00,Godrej Industries,textiles,Rail,Wh-mum-01,416,2599,1081184,3,7.253941363083633,No,0.26,Rail,Net 30,32
ORD-00303,13-05-2023,11-06-2023 00:00,asian paints ltd,machinery,Road,Wh-pun-06,247,2960.46,731233.62,16,5.792434295,No,0.29,Road,Net 30,29
ORD-00304,08-08-2022,06-08-2022 00:00,  BlueDart Express  ,electronics,Road,Wh-blr-04,836,2001.02,1672852.72,7,5.039677645072374,Yes,0.05,Road,Net 60,-2
ORD-00305,07-07-2023,17-07-2023 00:00,Mahindra Logistics,textiles,Sea,Wh-blr-04,439,283.26,124351.14,52,1.759531424900881,Yes,0.22,Sea,Net 30,10
ORD-00306,16-05-2022,11-05-2022 00:00,Blue Dart Express,chemicals,Air,Wh-del-02,203,1682.63,341573.89,,4.594318735552219,No,0.01,Air,Cod,-5
ORD-00307,11-01-2024,18-02-2024 00:00,asian paints ltd,electronics,Air,Wh-pun-06,184,4016.24,769765.03,9,9.191211731039209,Yes,0.12,Air,Net 30,38
ORD-00308,22-06-2024,13-07-2024 00:00,Asian Paints Ltd,textiles,Air,Wh-del-02,123,33.11,4072.53,15,8.272203669158976,No,0.15,Air,Net 60,21
ORD-00310,14-08-2023,13-09-2023 00:00,RELIANCE INDUSTRIES,textiles,Road,Wh-pun-06,767,1996.86,1531591.62,35,5.199470062274942,Yes,0.28,Road,Cod,30
ORD-00311,30-04-2023,28-05-2023 00:00,  DHL Supply Chain  ,food & beverage,Air,Wh-pun-06,769,2691.6,1171469.593222222,2,8.350508823026901,No,0.2,Air,Net 30,28
ORD-00312,06-09-2022,21-10-2022 00:00,Reliance Industries,raw materials,Air,Wh-blr-04,280,4600.08,1288022.4,27,1.6064609930697027,Yes,0.14,Air,Net 30,45
ORD-00313,14-03-2024,25-04-2024 00:00,Asian Paints Ltd,textiles,Road,Wh-hyd-05,837,1738.27,1454931.99,2,4.486533271017934,Yes,0.24,Road,Net 90,42
ORD-00314,30-04-2023,05-06-2023 00:00,BlueDart Express,electronics,Sea,Wh-blr-04,884,1741.3,1539309.2,25,8.666571131865528,Yes,0.29,Sea,Net 30,36
ORD-00315,06-04-2024,20-04-2024 00:00,Tata Steel Ltd,raw materials,Express Air,Wh-mum-01,610,3690.13,2250979.3,18,4.635080777531114,No,0.01,Express Air,Cod,14
ORD-00316,21-02-2023,08-03-2023 00:00,Godrej Industries,electronics,Road,Wh-mum-01,198,2266.57,448780.86,14,1.6985318025829677,Yes,0.29,Road,Net 30,15
ORD-00317,14-07-2022,13-08-2022 00:00,Unknown,Unknown,Air,Wh-blr-04,982,1130.78,1110425.96,20,5.659903020392016,No,0.03,Air,Net 30,30
