order_id,order_date,delivery_date,supplier_name,product_category,region,warehouse_code,quantity_ordered,unit_price_inr,total_amount_inr,lead_time_days,quality_score,on_time_delivery,discount_pct,shipment_mode,payment_terms
ORD-00157,13-02-2023,10-03-2023,RELIANCE INDUSTRIES,Food & Beverage,Hyderabad,,840,875.13,735109.2,36,17.262177298899005,1,0.094475533,Sea,Advance
ORD-00158,06-01-2023,18-02-2023,Wipro Logistics,Raw Materials,Ahmedabad,WH-MUM-01,,4484.86,,40,5.794082980853995,yes,0.028993450286325682,Rail,
ORD-00159,13-08-2022,24-09-2022,Mahindra Logistics,Machinery,mumbai,WH-PUN-06,930,410.37,381644.1,37,6.715801953187469,,0.053069085247195176,Road,NET30
ORD-00160,22-05-2022,23-06-2022,,packaging,Bangalore,WH-HYD-05,33,2627.31,86701.23,33,5.0485798717530335,NO,0.2962008475738638,Rail,NET 60
ORD-00161,06-06-2023,15-06-2023,asian paints ltd,Chemicals,mumbai,WH-HYD-05,48,2057.88,98778.24,36,2.965988645949764,,0.1332310670719856,Sea,COD
ORD-00162,21-05-2023,28-06-2023,DHL Supply Chain,ELECTRONICS,,,503,4912.07,2470771.21,3,2.0822250386050807,YES,0.15956152995150497,air,Net 60
ORD-00163,04-04-2022,11-04-2022,Infosys BPM,Machinery,Delhi,,407,569.07,231611.49,9,1.6150684197903435,1,0.2620855586211646,Express Air,Net 60
ORD-00164,13-02-2024,13-03-2024,Infosys BPM,ELECTRONICS,Pune,WH-DEL-02,574,1995.3,1145302.2,8,3.3698420537788008,no,0.29867067014720633,,Net 30
ORD-00165,18-02-2022,20-03-2022,RELIANCE INDUSTRIES,Electronics,DELHI,WH-PUN-06,728,4847.66,3529096.48,33,1.4151120790216045,1,0.17481433480340444,air,NET 60
ORD-00166,31-05-2024,,RELIANCE INDUSTRIES,Packaging,Kolkata,WH-BLR-04,805,4328.88,3484748.4,59,6.104537019274471,Yes,0.24374214631325147,Air,Net 60
ORD-00167,23-04-2022,04-06-2022,Wipro Logistics,Machinery,,WH-MUM-01,99,4087.19,404631.81,6,3.5544560232116824,1,0.098082307,Express Air,NET 60
ORD-00168,06-06-2022,11-06-2022,Reliance Industries,packaging,Delhi,,684,1296.94,887106.96,41,8.420813272783288,0,0.091723187,ROAD,COD
ORD-00169,05-10-2023,22-10-2023,BlueDart Express,,Chennai,WH-HYD-05,872,862.73,752300.56,39,1.668167856895478,YES,0.12081111629836805,Road,NET 60
ORD-00170,13-06-2022,28-07-2022,,raw materials,Bangalore,WH-DEL-02,726,3346.53,2429580.78,4,3.0371634490733737,No,0.20175217880209473,ROAD,Net 90
ORD-00171,22-03-2024,28-03-2024,RELIANCE INDUSTRIES,raw materials,,WH-PUN-06,987,4647.59,4587171.33,13,7.572215323811313,YES,0.20465750677652964,,
ORD-00172,28-11-2023,11-01-2024,Mahindra Logistics,Food & Beverage,DELHI,WH_MUM_01,547,2788.25,1525172.75,,6.3892746674514225,NO,0.09457183,Express Air,net 30
ORD-00173,09-03-2023,03-04-2023,Blue Dart Express,Machinery,,WH_MUM_01,961,2862.35,2750718.35,2,1.5804214412425077,No,0.039962977,Sea,NET30
ORD-00002,03-09-2023,14-10-2023,  DHL Supply Chain  ,,Mumbai,wh-mum-01,739,1407.1,1039846.9,5,,NO,0.18971887693965256,air,Net-30
ORD-00175,07-03-2022,08-04-2022,,ELECTRONICS,Mumbai,,613,3849.77,2359909.01,44,8.895355865435615,NO,0.038497758656629355,Rail,Advance
ORD-00176,30-01-2023,02-02-2023,,,Bangalore,WH-MUM-01,943,943.35,889579.05,27,3.9736720348819645,Yes,0.17354775246879903,ROAD,NET 60
ORD-00177,26-01-2023,11-02-2023,,raw materials,,WH-DEL-02,462,1625.16,750823.92,32,4.0636525901460825,Yes,0.2080266384168927,Express Air,Advance
ORD-00178,03-09-2023,22-09-2023,BlueDart Express,packaging,Hyderabad,WH_MUM_01,643,2132.93,1256250.02,21,9.901255225151566,yes,0.21018344891833549,ROAD,Net 90
ORD-00179,25-04-2023,01-05-2023,TATA STEEL LTD,Machinery,Pune,WH-PUN-06,769,2542.98,1955551.62,8,6.635585544338244,yes,0.226041633,air,COD
ORD-00180,26-06-2023,03-07-2023,asian paints ltd,Chemicals,DELHI,WH_MUM_01,5,1219.62,6098.1,38,5.781848685112532,no,0.26185782646969935,Air,Net 90
ORD-00181,15-09-2022,22-09-2022,asian paints ltd,Machinery,mumbai,WH-DEL-02,218,583.04,127102.72,8,8.543369651967321,No,0.14998769758943653,Air,Net 30
ORD-00182,21-07-2023,04-09-2023,Infosys BPM,Food & Beverage,Chennai,WH-HYD-05,503,3056.99,1537665.97,50,3.5676130452158477,,0.21907475685887134,Air,Net 30
ORD-00183,31-05-2024,02-06-2024,Godrej Industries,Food & Beverage,Mumbai,wh-mum-01,767,1450.27,1112357.09,3,4.862643340567212,1,0.185751821,Sea,Net 90
ORD-00184,12-01-2022,,Wipro Logistics,Textiles,Pune,WH-BLR-04,398,2910.38,1158331.24,54,3.4099900793950075,1,0.055991982,air,net 30
ORD-00185,28-11-2023,17-12-2023,Tata Steel Ltd,Packaging,Ahmedabad,WH-CHE-03,-390,780.27,-304305.3,44,8.102447619298584,NO,0.007706893,,NET 60
ORD-00186,09-01-2024,06-02-2024,Tata Steel Ltd,ELECTRONICS,Pune,WH-PUN-06,795,2410.89,1916657.55,58,6.160144110716962,yes,0.085362416,air,Net-30
ORD-00187,28-04-2022,01-06-2022,,Food & Beverage,Pune,WH-MUM-01,393,2667.62,1048374.66,3,6.929425631260635,NO,0.13291011190128582,ROAD,
ORD-00188,30-11-2023,13-01-2024,Godrej Industries,Food & Beverage,Ahmedabad,,207,268.6,55600.2,22,3.270765248554659,0,0.1851317833285969,Road,NET30
ORD-00189,25-06-2024,06-07-2024,TATA STEEL LTD,Textiles,Hyderabad,WH-BLR-04,15,1689.66,25344.9,6,2.982027712395836,0,0.2549877991509616,Sea,net 30
ORD-00190,04-07-2023,13-08-2023,Infosys BPM,raw materials,Bangalore,wh-mum-01,858,680.73,584066.34,2,5.395371660846449,,0.058873715,Express Air,NET 60
ORD-00191,08-02-2024,19-03-2024,asian paints ltd,raw materials,,,554,326.24,180736.96,23,7.638091741835441,Yes,0.037664937,,
ORD-00192,01-10-2022,02-11-2022,Blue Dart Express,,Hyderabad,WH-DEL-02,892,4949.9,4415310.8,44,5.727157817681442,Yes,0.28904398424229827,Air,Net 90
ORD-00193,27-02-2024,08-03-2024,asian paints ltd,ELECTRONICS,Mumbai,WH_MUM_01,461,1618.55,746151.55,2,1.2938110979110173,yes,0.032413368,,Net 90
ORD-00194,19-10-2023,29-11-2023,Blue Dart Express,Machinery,Ahmedabad,WH-HYD-05,691,4051.27,2799427.57,38,8.816963556882598,yes,0.14354732103215675,air,Advance
ORD-00195,15-12-2022,01-01-2023,asian paints ltd,Packaging,Hyderabad,WH-DEL-02,575,1280.66,736379.5,17,1.5821820416361843,0,0.17566911863799056,air,net 30
ORD-00196,25-04-2022,25-05-2022,TATA STEEL LTD,packaging,mumbai,WH-HYD-05,864,3410.7,2946844.8,35,9.602420353486771,Yes,0.16241232627223148,Road,NET 60
ORD-00197,28-10-2022,11-12-2022,Reliance Industries,Electronics,Mumbai,WH-BLR-04,743,3803.54,2826030.22,34,1.2262776244954545,No,0.025809647,Sea,NET30
ORD-00198,22-03-2023,27-03-2023,Asian Paints Ltd,Chemicals,,WH-CHE-03,241,2982.24,718719.84,23,7.250054105176379,No,0.017108074,air,net 30
ORD-00199,11-06-2022,04-07-2022,Blue Dart Express,Textiles,Hyderabad,WH-MUM-01,564,2363.17,1332827.88,30,1.7398635734060348,yes,0.031645028,Sea,NET30
ORD-00200,10-04-2023,30-04-2023,DHL Supply Chain,Packaging,Bangalore,WH-BLR-04,96,2065.09,198248.64,52,9.196089214916256,NO,0.17567630516178376,Rail,Net 30
ORD-00201,04-01-2022,01-02-2022,Mahindra Logistics,Electronics,Chennai,WH-MUM-01,900,1750.85,1575765,8,5.179899126029885,Yes,0.16330346629029632,Express Air,
ORD-00202,10-01-2024,09-02-2024,DHL Supply Chain,Chemicals,Pune,WH-BLR-04,734,4648.35,3411888.9,22,2.2377139733531384,No,0.070122238,ROAD,NET 60
ORD-00203,15-06-2024,28-06-2024,mahindra logistics,Food & Beverage,mumbai,WH-HYD-05,485,4154.79,2015073.15,44,4.067341298108619,Yes,0.19133224255367745,,Net 90
ORD-00204,07-01-2024,07-02-2024,Tata Steel Ltd,Machinery,Ahmedabad,,407,4825.48,1963970.36,58,2.4834220781208582,YES,0.2460202506166948,Air,Net 30
ORD-00205,27-09-2022,22-10-2022,Infosys BPM,ELECTRONICS,Chennai,WH-DEL-02,-983,630.24,-619525.92,36,2.5352372040138103,1,0.012473688,air,COD
ORD-00206,28-05-2023,04-07-2023,Mahindra Logistics,Food & Beverage,Delhi,WH-PUN-06,749,3657.03,2739115.47,5,9.532974882,0,0.14943898306441272,Road,
ORD-00207,20-02-2024,05-04-2024,Infosys BPM,,mumbai,wh-mum-01,655,4692.32,3073469.6,13,5.007215010563094,Yes,0.20679312363080707,Express Air,
ORD-00208,02-07-2022,14-08-2022,,packaging,,WH-HYD-05,171,914.35,156353.85,29,8.099220375148235,1,0.075693578,Express Air,Net 30
ORD-00209,04-06-2023,05-06-2023,BlueDart Express,Raw Materials,Ahmedabad,WH-PUN-06,541,341.82,184924.62,31,6.7564500505991365,YES,0.092331272,,Net-30
ORD-00210,19-04-2022,02-06-2022,BlueDart Express,Packaging,Kolkata,WH-HYD-05,36,3708.19,133494.84,47,7.0878372610455305,Yes,0.18409137089681513,ROAD,NET30
ORD-00211,10-06-2024,14-06-2024,asian paints ltd,Machinery,Ahmedabad,WH-MUM-01,525,2876.62,1510225.5,57,15.122199905014329,yes,0.26938058803312104,,COD
ORD-00212,03-10-2023,04-11-2023,Mahindra Logistics,packaging,Ahmedabad,WH-MUM-01,160,4210.73,673716.8,55,3.1076600213393712,1,0.2429773260908698,Road,COD
ORD-00213,02-11-2022,21-11-2022,Reliance Industries,Raw Materials,Bangalore,WH_MUM_01,839,707.46,593558.94,16,8.080753016389933,Yes,0.17493906572987505,Rail,COD
ORD-00214,11-05-2024,26-05-2024,Blue Dart Express,Electronics,mumbai,WH-MUM-01,699,3978.38,2780887.62,42,9.736895858273046,1,0.21906651532717475,air,Net 60
ORD-00215,17-10-2023,09-11-2023,  Blue Dart Express  ,Packaging,Bangalore,WH_MUM_01,-506,1016.12,-514156.72,30,3.3640807833878656,YES,0.1094467410623396,Road,NET30
ORD-00216,04-06-2023,17-06-2023,Asian Paints Ltd,Textiles,Kolkata,WH-MUM-01,86,826.64,71091.04,57,3.4441188827593585,Yes,0.1922896584296273,ROAD,COD
ORD-00217,16-09-2023,30-10-2023,Wipro Logistics,,Chennai,,796,829.69,660433.24,-34,5.256074195298144,Yes,0.13985447733826709,,Advance
ORD-00218,23-07-2022,04-09-2022,Blue Dart Express,Machinery,mumbai,WH-DEL-02,578,4074.73,2355193.94,16,9.854562816,Yes,0.056980841,ROAD,Advance
ORD-00219,06-06-2022,15-06-2022,Reliance Industries,Electronics,Hyderabad,WH-BLR-04,682,3329.33,2270603.06,12,3.4206305124382395,,0.21052148216317715,Express Air,NET 60
ORD-00220,18-01-2023,28-02-2023,asian paints ltd,Electronics,Kolkata,WH-PUN-06,557,2620.1,1459395.7,17,4.6627471867083745,yes,0.1669393912046466,Air,NET30
ORD-00221,20-02-2024,11-03-2024,Blue Dart Express,raw materials,Pune,WH-HYD-05,574,1800.56,1487515.66,16,9.023320140611562,YES,0.10758647458607741,Air,NET 60
ORD-00222,15-06-2022,18-06-2022,Blue Dart Express,Chemicals,DELHI,WH-PUN-06,953,4387.23,4181030.19,12,1.026289293592258,,0.2734017570235892,Rail,NET 60
ORD-00223,07-07-2023,16-07-2023,DHL Supply Chain,ELECTRONICS,,WH-CHE-03,646,1968.3,2408452.14,8,1.357893684897126,NO,0.006280235,Express Air,NET30
ORD-00224,08-03-2024,27-03-2024,Reliance Industries,Electronics,Chennai,WH-BLR-04,796,4084.83,3251524.68,20,6.436645093640973,,0.094731945,Rail,NET 60
ORD-00225,28-06-2023,25-07-2023,  Blue Dart Express  ,,Bangalore,WH-DEL-02,28,2201.28,61635.84,3,9.166421482415624,0,0.017064419333293966,Air,net 30
ORD-00226,01-01-2022,10-01-2022,RELIANCE INDUSTRIES,Raw Materials,Ahmedabad,WH-MUM-01,620,1890.95,1172389,16,3.149709943617349,0,0.22995819486648814,,Net-30
ORD-00227,06-09-2023,30-09-2023,,Machinery,Chennai,WH-CHE-03,556,2318.77,1289236.12,30,5.226775972126381,Yes,0.21063223623413777,Sea,NET30
ORD-00228,28-11-2022,16-12-2022,Tata Steel Ltd,Machinery,Kolkata,WH-HYD-05,340,1513.88,514719.2,45,5.0541877149203644,,0.099405666,air,Net 90
ORD-00229,16-05-2023,02-06-2023,  Reliance Industries  ,,,WH-MUM-01,798,3740.57,2984974.86,23,5.256742114859591,NO,0.20269887066212192,ROAD,Net 60
ORD-00230,20-01-2022,20-02-2022,BlueDart Express,packaging,Ahmedabad,WH-HYD-05,958,2518.57,2412790.06,-4,6.602677261567707,,0.11878116785878495,Road,Advance
ORD-00231,25-04-2022,14-05-2022,BlueDart Express,Food & Beverage,Bangalore,WH-MUM-01,331,1168.74,386852.94,51,5.2276938669161535,yes,0.2268761374267303,Road,Net 30
ORD-00232,07-01-2023,29-01-2023,Tata Steel Ltd,raw materials,Chennai,WH-BLR-04,640,4498.88,2879283.2,40,5.027213272,yes,0.1362550988210118,Rail,Advance
ORD-00233,18-06-2024,18-07-2024,Infosys BPM,,Hyderabad,WH-CHE-03,506,1925.62,974363.72,54,5.268595783881345,NO,0.12368391834949966,Sea,COD
ORD-00234,01-05-2024,11-05-2024,Infosys BPM,Raw Materials,,WH-MUM-01,348,2722.33,947370.84,-51,6.317806971439373,,0.2804189746464903,Rail,Net 30
ORD-00235,06-04-2024,21-04-2024,Tata Steel Ltd,Packaging,Chennai,WH-CHE-03,473,4533.3,2144250.9,20,5.833067395162225,1,0.07526373,,COD
ORD-00236,11-11-2022,25-12-2022,  asian paints ltd  ,packaging,mumbai,WH-MUM-01,231,3124.95,721863.45,40,8.687223978854538,yes,0.036134202,ROAD,COD
ORD-00237,03-09-2022,09-10-2022,Reliance Industries,Textiles,Chennai,wh-mum-01,190,593.32,112730.8,56,1.4454716814429995,yes,0.17536293397783745,Express Air,Advance
ORD-00238,01-03-2022,27-03-2022,Asian Paints Ltd,Textiles,Ahmedabad,WH-DEL-02,225,4699.76,1057446,44,8.499853643257111,No,0.29079654368525365,Express Air,NET 60
ORD-00239,04-09-2022,,Wipro Logistics,Raw Materials,Kolkata,WH-HYD-05,385,3142.26,1740141.07,1,8.595321513505517,,0.11335176411815599,Rail,COD
ORD-00240,18-06-2024,18-07-2024,Wipro Logistics,Chemicals,Chennai,WH-CHE-03,377,1681.18,633804.86,57,3.5641721937786475,yes,0.018611029088634455,air,COD
ORD-00241,04-08-2023,17-09-2023,,packaging,Pune,WH-DEL-02,283,704.97,199506.51,30,5.165667595142656,YES,0.10179158019287023,Rail,Advance
ORD-00242,22-03-2022,16-04-2022,mahindra logistics,Food & Beverage,Delhi,WH-DEL-02,958,3972.19,3805358.02,21,4.946846397,,0.15177949629586754,ROAD,NET30
ORD-00243,29-03-2022,22-04-2022,Godrej Industries,raw materials,,WH-DEL-02,633,3104.16,1964933.28,20,2.9665885091871727,0,0.048576902,air,Net-30
ORD-00244,20-01-2024,04-02-2024,Infosys BPM,Chemicals,,WH-HYD-05,628,2671.97,1677997.16,6,4.5711716237768485,No,0.19743066541694762,Sea,COD
ORD-00245,13-05-2023,22-06-2023,Infosys BPM,Raw Materials,Delhi,WH-BLR-04,973,4470.52,4349815.96,22,1.3994899495376898,yes,0.29932481670306016,Road,Net-30
ORD-00246,15-04-2024,21-05-2024,Mahindra Logistics,,Chennai,WH-DEL-02,745,3945.1,2939099.5,18,3.500398655,No,0.13552184279443313,,Net 90
ORD-00247,12-03-2022,21-04-2022,,Food & Beverage,Pune,WH-BLR-04,259,766.86,198616.74,8,8.350139579056464,0,0.10641856701906378,ROAD,Net 30
ORD-00248,18-02-2024,23-02-2024,,Food & Beverage,Chennai,,,1565.49,,39,3.561060715866078,NO,0.12021125005033999,Rail,NET30
ORD-00028,30-06-2023,30-07-2023,Blue Dart Express,Chemicals,Mumbai,WH_MUM_01,710,1249.96,887471.6,32,8.363860019,NO,0.034543854,,Net 30
ORD-00250,24-02-2024,15-03-2024,DHL Supply Chain,,Pune,,456,3722.29,1697364.24,33,5.784395181439878,,0.26498208042786714,,Net 60
ORD-00251,09-05-2022,17-05-2022,DHL Supply Chain,Packaging,mumbai,WH_MUM_01,411,177.33,74002.2,53,8.918764096,0,0.1244476966564056,Sea,NET30
ORD-00252,12-05-2022,15-05-2022,asian paints ltd,packaging,mumbai,WH-DEL-02,649,2853.75,1852083.75,16,6.173015988379737,no,0.11618232342745238,Air,Net 30
ORD-00253,07-11-2023,09-12-2023,Tata Steel Ltd,Raw Materials,Hyderabad,WH-PUN-06,318,3814.67,1213065.06,12,1.2670140075826584,no,0.1979070818791423,Air,
ORD-00254,02-05-2023,18-05-2023,asian paints ltd,ELECTRONICS,DELHI,WH-CHE-03,677,4385.06,2968685.62,38,7.078781867923803,,0.13261002627933705,Sea,Net 60
ORD-00255,17-07-2023,26-07-2023,Mahindra Logistics,Chemicals,Ahmedabad,WH_MUM_01,225,1716.99,386322.75,52,1.403682112212118,Yes,0.19447004064235382,Road,Net 90
ORD-00256,19-06-2022,13-07-2022,  asian paints ltd  ,packaging,Hyderabad,WH-BLR-04,819,4108.07,3364509.33,34,5.055373170848206,No,0.018433887039236253,Express Air,net 30
ORD-00257,29-09-2022,13-11-2022,Blue Dart Express,Raw Materials,Chennai,WH-MUM-01,234,562.05,131519.7,14,9.364840250258027,No,0.24411700311666823,Sea,Advance
ORD-00258,25-06-2023,22-07-2023,DHL Supply Chain,Packaging,Bangalore,WH-CHE-03,684,4233.8,2895919.2,36,2.4868354540406514,NO,0.28215118586382076,air,COD
ORD-00259,12-06-2024,22-06-2024,Infosys BPM,Electronics,Delhi,WH_MUM_01,,646.17,,33,,no,0.19462961584781577,Rail,NET 60
ORD-00260,14-09-2023,26-10-2023,  Asian Paints Ltd  ,raw materials,Chennai,WH-DEL-02,975,1992.46,1942648.5,23,7.568742779636306,yes,0.28636977865764324,Air,NET30
ORD-00261,10-03-2023,11-04-2023,Wipro Logistics,Machinery,Chennai,WH-DEL-02,827,3988.5,3298489.5,50,8.940327004853629,yes,0.045429694310988984,,Net 30
ORD-00262,05-08-2022,23-08-2022,Wipro Logistics,ELECTRONICS,Mumbai,wh-mum-01,374,758.09,283525.66,45,,yes,0.1432248568441061,,Net 30
ORD-00263,07-07-2023,,Blue Dart Express,packaging,Kolkata,WH-CHE-03,672,1153.96,775461.12,2,3.323559287720523,NO,0.18054202018363416,air,COD
ORD-00264,13-02-2024,13-03-2024,RELIANCE INDUSTRIES,Machinery,Kolkata,,608,3614.04,2197336.32,41,7.071470676245945,0,0.174520994,Rail,COD
ORD-00265,18-01-2024,03-02-2024,,Machinery,Hyderabad,WH-CHE-03,472,3602.98,1700606.56,21,3.67054877,1,0.12043853372671297,Road,net 30
ORD-00266,08-12-2023,15-12-2023,DHL Supply Chain,,Kolkata,WH_MUM_01,233,3209.33,747773.89,2,7.465863068368617,no,0.10142532280987841,ROAD,Net 90
ORD-00267,25-07-2022,18-08-2022,RELIANCE INDUSTRIES,Chemicals,Kolkata,WH-PUN-06,692,3472.8,2403177.6,27,9.586298148265366,no,0.038047207,Rail,COD
ORD-00268,01-01-2024,12-02-2024,Blue Dart Express,Food & Beverage,Kolkata,WH-CHE-03,113,2718.19,413104.7,57,7.4925410599565945,No,0.11752273516868345,Road,net 30
ORD-00269,16-11-2022,12-12-2022,Reliance Industries,Raw Materials,Bangalore,WH-HYD-05,830,1266.48,1051178.4,9,8.765924526211712,Yes,0.048798245,Air,Net 90
ORD-00270,13-02-2023,21-02-2023,Reliance Industries,Electronics,Kolkata,WH-BLR-04,497,1735.02,862304.94,1,1.0189345885829506,,0.22030970294766553,,NET30
ORD-00271,19-11-2023,19-12-2023,Asian Paints Ltd,Electronics,Bangalore,WH-MUM-01,442,916.17,404947.14,11,7.4581491225843495,No,0.062649281,Express Air,
ORD-00272,28-10-2023,11-11-2023,,Food & Beverage,Bangalore,WH-CHE-03,564,4543.17,2562347.88,3,8.466288011787253,0,0.017569591585360155,Express Air,COD
ORD-00273,18-01-2023,26-02-2023,  Mahindra Logistics  ,raw materials,Ahmedabad,WH-DEL-02,268,2921.13,782862.84,52,1.3650286379021328,,0.16570984134517028,Road,Net 90
ORD-00274,25-03-2023,29-03-2023,  Tata Steel Ltd  ,Food & Beverage,Mumbai,,510,2010.25,1025227.5,23,8.844379545594077,no,0.1785689198158205,Sea,COD
ORD-00172,14-06-2023,30-06-2023,DHL Supply Chain,,Pune,WH-CHE-03,807,2315.41,1868535.87,26,3.3102480547904127,0,0.2615739183841516,Sea,Net 30
ORD-00169,08-04-2023,15-05-2023,DHL Supply Chain,ELECTRONICS,Delhi,WH-MUM-01,386,4736.94,1828458.84,4,6.987628917802497,,0.17309448372530456,Sea,Net 90
ORD-00277,04-05-2022,09-06-2022,asian paints ltd,ELECTRONICS,DELHI,WH-HYD-05,387,775.22,300010.14,18,8.203193911,YES,1.1373475929589159,air,net 30
ORD-00278,11-09-2022,25-09-2022,,raw materials,Chennai,WH-DEL-02,113,2935.29,331687.77,55,6.963980617534199,1,0.24090356445789615,air,Net 60
ORD-00279,19-08-2022,03-09-2022,Asian Paints Ltd,Chemicals,,WH-MUM-01,613,2534.38,1553574.94,6,1.8305631286593151,no,0.1620836679562263,Express Air,Net 30
ORD-00280,07-03-2022,17-03-2022,  mahindra logistics  ,,Kolkata,WH-MUM-01,625,3061.16,1913225,35,6.366893669743315,Yes,0.023784085389357522,,Net 90
ORD-00281,13-12-2022,21-01-2023,Infosys BPM,Chemicals,DELHI,WH-CHE-03,952,100.37,95552.24,22,5.946252910499292,yes,0.16975516809397398,Rail,Net-30
ORD-00282,22-01-2022,,Infosys BPM,Textiles,Ahmedabad,WH-DEL-02,81,4361.9,353313.9,43,9.102891412668443,YES,0.2724055636264987,,Net 60
ORD-00283,26-08-2023,05-09-2023,DHL Supply Chain,Machinery,Pune,wh-mum-01,699,4661.27,3258227.73,15,4.638157566797883,yes,0.11889378764946616,Sea,NET30
ORD-00284,22-07-2023,26-08-2023,RELIANCE INDUSTRIES,,Chennai,,113,2830.01,319791.13,22,3.889729873783451,1,0.088897741,Sea,COD
ORD-00285,24-08-2022,05-09-2022,Reliance Industries,Raw Materials,mumbai,WH-HYD-05,2,3486.29,6972.58,37,7.7486568799281965,,0.043040837105406016,air,net 30
ORD-00286,26-08-2023,28-08-2023,Tata Steel Ltd,raw materials,DELHI,WH-CHE-03,642,4613.27,2961719.34,52,4.714077935,NO,0.045433657,Sea,Advance
ORD-00287,14-08-2022,06-09-2022,Godrej Industries,Packaging,DELHI,WH-BLR-04,220,3539.12,778606.4,42,6.814865575045567,Yes,0.12983144530254567,,COD
ORD-00288,08-01-2022,24-01-2022,TATA STEEL LTD,Machinery,Chennai,WH-CHE-03,566,771.17,436482.22,12,6.818050811121463,1,0.17870394724845887,Rail,NET30
ORD-00289,14-03-2022,16-03-2022,Blue Dart Express,Food & Beverage,Chennai,wh-mum-01,855,2885.68,2467256.4,47,8.992351579,yes,0.024184621550880525,,NET30
ORD-00290,26-12-2023,30-12-2023,TATA STEEL LTD,Electronics,Bangalore,WH-PUN-06,997,3037.51,3028397.47,49,6.388231620871876,YES,1.2091726982049809,Rail,Net 90
ORD-00291,09-10-2023,05-11-2023,asian paints ltd,Food & Beverage,Bangalore,WH-HYD-05,736,2126.41,1565037.76,42,5.519382489657882,no,0.22654008523355876,Air,
ORD-00292,02-03-2022,07-03-2022,RELIANCE INDUSTRIES,Electronics,Mumbai,,225,3684.86,1467997.12,38,2.249841937568653,YES,0.1759871754850988,air,NET 60
ORD-00293,23-08-2022,16-09-2022,RELIANCE INDUSTRIES,Food & Beverage,mumbai,WH-BLR-04,385,4672.49,1798908.65,18,2.041638460108348,YES,0.24853160128169724,air,Net-30
ORD-00294,11-03-2022,18-03-2022,RELIANCE INDUSTRIES,raw materials,Mumbai,WH-CHE-03,403,4628.59,1865321.77,45,2.3888940875477145,NO,0.024056027043633986,Sea,Net 60
ORD-00295,02-02-2022,17-02-2022,BlueDart Express,ELECTRONICS,Hyderabad,WH-MUM-01,638,2259.69,1441682.22,35,2.5466363319438505,NO,0.14305166331993732,Express Air,Net 60
ORD-00296,30-05-2024,02-06-2024,Reliance Industries,Electronics,mumbai,WH-CHE-03,130,575.06,74757.8,30,6.740893833972705,0,0.18902793805849902,Sea,Net 90
ORD-00297,05-12-2022,17-01-2023,mahindra logistics,Food & Beverage,Bangalore,WH-HYD-05,53,4924.36,260991.08,24,7.668831252471207,0,0.24859587183548676,ROAD,Net 90
ORD-00298,14-03-2022,13-04-2022,Wipro Logistics,raw materials,Ahmedabad,WH-DEL-02,684,4196.1,2870132.4,,5.769923706337768,,0.2350408680147803,Express Air,COD
ORD-00129,11-06-2023,13-06-2023,Mahindra Logistics,Food & Beverage,Bangalore,wh-mum-01,-120,632.07,-75848.4,30,8.461159593,0,0.083120775,Road,COD
ORD-00300,01-09-2022,24-08-2022,Mahindra Logistics,,Bangalore,WH_MUM_01,672,4605,3094560,14,9.921369040602698,No,0.2822640508677613,Air,
ORD-00301,13-10-2022,10-11-2022,Reliance Industries,raw materials,Delhi,,710,4350.78,3089053.8,6,8.380113662074205,Yes,0.037303752,Express Air,Net-30
ORD-00302,17-11-2023,19-12-2023,Godrej Industries,Textiles,Chennai,WH-MUM-01,416,2599,1081184,3,7.253941363083633,No,0.2625400855863456,Rail,NET30
ORD-00303,13-05-2023,11-06-2023,asian paints ltd,Machinery,DELHI,WH-PUN-06,247,2960.46,731233.62,16,5.792434295,No,0.2912820748813856,ROAD,NET30
ORD-00304,08-08-2022,06-08-2022,  BlueDart Express  ,,Kolkata,WH-BLR-04,836,2001.02,1672852.72,7,5.039677645072374,yes,0.053146057,,NET 60
ORD-00305,07-07-2023,17-07-2023,Mahindra Logistics,Textiles,DELHI,WH-BLR-04,439,283.26,124351.14,52,1.759531424900881,1,0.21661981926113558,Sea,Net-30
ORD-00306,16-05-2022,11-05-2022,Blue Dart Express,Chemicals,Pune,WH-DEL-02,203,1682.63,341573.89,,4.594318735552219,No,0.012085655633399538,,COD
ORD-00307,11-01-2024,18-02-2024,asian paints ltd,ELECTRONICS,DELHI,WH-PUN-06,184,4016.24,769765.03,9,9.191211731039209,Yes,0.12162684754174648,,Net 30
ORD-00308,22-06-2024,13-07-2024,Asian Paints Ltd,Textiles,Bangalore,WH-DEL-02,123,33.11,4072.53,15,8.272203669158976,NO,0.1548849897593022,air,NET 60
ORD-00226,08-08-2023,16-09-2023,Mahindra Logistics,packaging,mumbai,WH_MUM_01,401,1674.16,671338.16,21,14.35933833016483,,0.17419356777289022,Road,NET 60
ORD-00310,14-08-2023,13-09-2023,RELIANCE INDUSTRIES,Textiles,mumbai,WH-PUN-06,767,1996.86,1531591.62,35,5.199470062274942,yes,0.28078117447456785,Road,COD
ORD-00311,30-04-2023,28-05-2023,  DHL Supply Chain  ,,Mumbai,WH-PUN-06,,2691.6,,2,8.350508823026901,NO,0.2016752061882584,Air,
ORD-00312,06-09-2022,21-10-2022,Reliance Industries,Raw Materials,Kolkata,WH-BLR-04,280,4600.08,1288022.4,27,1.6064609930697027,yes,0.14438338536577108,Air,net 30
