Record_ID,Crop,Crop_Year,Season,State,Area,Production,Yield,Production_per_Area,Yield_Category
5733,Moong(Green Gram),2018,Kharif     ,Tamil Nadu,26977,18186,0.6508,0.6741298142862439,Low
5734,Moong(Green Gram),2018,Rabi       ,Tamil Nadu,143341,58676,0.402857143,0.4093455466335521,Low
5735,Onion,2018,Kharif     ,Tamil Nadu,12414,108888,8.912692308,8.771387143547608,Very High
5736,Onion,2018,Rabi       ,Tamil Nadu,19273,109707,5.878518519,5.692263788719971,High
5737,Other  Rabi pulses,2018,Rabi       ,Tamil Nadu,20761,16051,0.7015,0.7731323153990656,Low
5738,Other Cereals,2018,Kharif     ,Tamil Nadu,1685,2286,1.262941176,1.3566765578635014,Medium
5739,Other Cereals,2018,Rabi       ,Tamil Nadu,4262,10045,2.21,2.3568747067104647,Medium
5740,Other Kharif pulses,2018,Kharif     ,Tamil Nadu,28942,20808,0.68952381,0.7189551516826757,Low
5741,Potato,2018,Kharif     ,Tamil Nadu,2334,25622,13.195,10.9777206512425,Very High
5742,Potato,2018,Rabi       ,Tamil Nadu,1198,23750,23.2225,19.82470784641069,Very High
5743,Ragi,2018,Kharif     ,Tamil Nadu,56917,178988,3.1396,3.144719503838924,High
5744,Ragi,2018,Rabi       ,Tamil Nadu,21676,76983,3.486153846,3.551531647905517,High
5745,Rapeseed &Mustard,2018,Rabi       ,Tamil Nadu,305,71,0.08,0.2327868852459016,Low
5746,Rice,2018,Autumn     ,Tamil Nadu,279647,13684,4.184827586,4.285745958297425,High
5747,Rice,2018,Summer     ,Tamil Nadu,236904,992095,3.997333333,4.187751156586634,High
5748,Rice,2018,Winter     ,Tamil Nadu,1204714,3940959,3.749032258,3.27128181460496,High
5749,Sesamum,2018,Kharif     ,Tamil Nadu,9457,4494,0.472,0.4752035529237601,Low
5750,Sesamum,2018,Rabi       ,Tamil Nadu,35153,19932,0.516551724,0.5670070833214804,Low
5751,Small millets,2018,Kharif     ,Tamil Nadu,15961,26420,1.340555556,1.6552847565941984,Medium
5752,Small millets,2018,Rabi       ,Tamil Nadu,344,511,1.577692308,1.4854651162790695,Medium
5753,Sugarcane,2018,Whole Year ,Tamil Nadu,166415,17096330,99.34166667,102.73310699155724,Very High
5754,Sunflower,2018,Kharif     ,Tamil Nadu,9378,843,1.78,1.7345679012345678,Medium
5755,Sunflower,2018,Rabi       ,Tamil Nadu,4556,2630,0.556470588,0.577260755048288,Low
5756,Sweet potato,2018,Whole Year ,Tamil Nadu,328,8848,25.31238095,26.97560975609756,Very High
5757,Tapioca,2018,Whole Year ,Tamil Nadu,75644,2629655,34.88068966,34.763563534450846,Very High
5758,Tobacco,2018,Whole Year ,Tamil Nadu,2111,3238,1.354545455,1.5338702036949312,Medium
5759,Turmeric,2018,Whole Year ,Tamil Nadu,23351,92360,3.892857143,3.955290993961715,High
5760,Urad,2018,Kharif     ,Tamil Nadu,44495,33810,0.777,3.955290993961715,Low
5761,Urad,2018,Rabi       ,Tamil Nadu,396479,240497,0.607,3.955290993961715,Low
5762,Arecanut,2019,Kharif     ,Andhra Pradesh,1096,10418,7.253333333,9.505474452554743,Very High
5763,Arhar/Tur,2019,Kharif     ,Andhra Pradesh,237647,114451,0.44,0.4816008617823915,Low
5764,Arhar/Tur,2019,Rabi       ,Andhra Pradesh,5940,3747,0.43,0.6308080808080808,Low
5765,Bajra,2019,Kharif     ,Andhra Pradesh,20484,47045,2.004545455,2.296670572153876,Medium
5766,Bajra,2019,Rabi       ,Andhra Pradesh,4592,11322,0.982466216,2.4655923344947737,Medium
5767,Banana,2019,Whole Year ,Andhra Pradesh,9378,5861700,60.0,2.4655923344947737,Very High
5768,Black pepper,2019,Whole Year ,Andhra Pradesh,17645,17645,1.0,1.0,Low
5769,Cashewnut,2019,Kharif     ,Andhra Pradesh,115785,115785,1.0,1.0,Low
5770,Castor seed,2019,Kharif     ,Andhra Pradesh,36827,25270,0.7625,1.0,Low
5771,Castor seed,2019,Rabi       ,Andhra Pradesh,1056,637,0.684,0.603219696969697,Low
5772,Coconut ,2019,Whole Year ,Andhra Pradesh,104027,1912224000,16935.05846,18381.996981552868,Very High
5773,Coriander,2019,Rabi       ,Andhra Pradesh,1119,553,0.50375,0.4941912421805183,Low
5774,Cotton(lint),2019,Kharif     ,Andhra Pradesh,653953,424486,0.543846154,0.649107810500143,Low
5775,Cotton(lint),2019,Rabi       ,Andhra Pradesh,3474,11066,3.305,0.649107810500143,High
5776,Cowpea(Lobia),2019,Kharif     ,Andhra Pradesh,5816,2612,0.503333333,0.4491059147180192,Low
5777,Cowpea(Lobia),2019,Rabi       ,Andhra Pradesh,6792,3532,0.630909091,0.5200235571260307,Low
5778,Dry chillies,2019,Kharif     ,Andhra Pradesh,136183,725388,4.526666667,5.326567926980607,High
5779,Dry chillies,2019,Rabi       ,Andhra Pradesh,16899,13684,4.034615385,4.712586543582461,High
5780,Ginger,2019,Kharif     ,Andhra Pradesh,9378,633,1.922,4.712586543582461,Medium
5781,Gram,2019,Rabi       ,Andhra Pradesh,458579,558745,1.443636364,1.218426923169181,Medium
5782,Groundnut,2019,Kharif     ,Andhra Pradesh,567875,13684,2.255384615,1.0951459388069558,Medium
5783,Groundnut,2019,Rabi       ,Andhra Pradesh,93389,227739,2.812307692,2.4386062598378824,Medium
5784,Guar seed,2019,Kharif     ,Andhra Pradesh,1,0,0.0,0.0,Low
5785,Guar seed,2019,Rabi       ,Andhra Pradesh,9378,0,0.0,0.0,Low
5786,Horse-gram,2019,Kharif     ,Andhra Pradesh,83567,39442,0.251666667,0.4719805664915577,Low
5787,Horse-gram,2019,Rabi       ,Andhra Pradesh,29995,16670,0.606923077,0.555759293215536,Low
5788,Jowar,2019,Kharif     ,Andhra Pradesh,36981,38880,1.149,1.051350693599416,Medium
5789,Jowar,2019,Rabi       ,Andhra Pradesh,117962,350076,0.982466216,2.967701463183059,Medium
5790,Linseed,2019,Kharif     ,Andhra Pradesh,133,0,0.0,0.0,Low
5791,Maize,2019,Kharif     ,Andhra Pradesh,95591,450932,4.653076923,4.717306022533502,High
5792,Maize,2019,Rabi       ,Andhra Pradesh,205100,1670288,6.698461538,8.143773768893222,Very High
5793,Mesta,2019,Kharif     ,Andhra Pradesh,1714,18265,10.135,10.656359393232206,Very High
5794,Moong(Green Gram),2019,Kharif     ,Andhra Pradesh,13444,13684,0.625384615,0.3821779232371318,Low
5795,Moong(Green Gram),2019,Rabi       ,Andhra Pradesh,93535,81072,0.885384615,0.8667557598759823,Low
5796,Niger seed,2019,Rabi       ,Andhra Pradesh,4256,1409,0.33,0.331062030075188,Low
5797,Oilseeds total,2019,Kharif     ,Andhra Pradesh,712037,2914652,8.527692308,4.093399640749006,Very High
5798,Oilseeds total,2019,Rabi       ,Andhra Pradesh,141100,250093,1.720769231,1.7724521615875266,Medium
5799,Onion,2019,Kharif     ,Andhra Pradesh,23864,524198,0.982466216,21.96605766007375,Very High
5800,Onion,2019,Rabi       ,Andhra Pradesh,12250,256890,0.982466216,20.97061224489796,Very High
5801,Other  Rabi pulses,2019,Rabi       ,Andhra Pradesh,10770,11296,1.23,1.0488393686165274,Medium
5802,Other Kharif pulses,2019,Kharif     ,Andhra Pradesh,9378,850,0.656666667,0.4956268221574344,Low
5803,Potato,2019,Kharif     ,Andhra Pradesh,453,6648,12.21,14.675496688741722,Very High
5804,Potato,2019,Rabi       ,Andhra Pradesh,1050,15919,13.155,15.16095238095238,Very High
5805,Ragi,2019,Kharif     ,Andhra Pradesh,25660,31913,1.315,1.2436866718628214,Medium
5806,Ragi,2019,Rabi       ,Andhra Pradesh,7893,12385,1.588888889,1.5691118712783478,Medium
5807,Rapeseed &Mustard,2019,Rabi       ,Andhra Pradesh,1882,912,0.375,0.4845908607863974,Low
5808,Rice,2019,Kharif     ,Andhra Pradesh,1526425,5342033,3.517692308,3.499702245442783,High
5809,Rice,2019,Rabi       ,Andhra Pradesh,829557,3798058,3.873076923,4.578417155180415,High
5810,Safflower,2019,Rabi       ,Andhra Pradesh,710,348,0.475,0.4901408450704225,Low
5811,Sannhamp,2019,Kharif     ,Andhra Pradesh,3365,0,0.0,0.0,Low
5812,Sannhamp,2019,Rabi       ,Andhra Pradesh,1133,0,0.0,0.0,Low
5813,Sesamum,2019,Kharif     ,Andhra Pradesh,9378,1316,0.286,0.2123608197514926,Low
5814,Sesamum,2019,Rabi       ,Andhra Pradesh,32989,12129,0.333076923,0.3676680105489708,Low
5815,Small millets,2019,Kharif     ,Andhra Pradesh,19344,18085,0.758333333,0.9349152191894128,Low
5816,Small millets,2019,Rabi       ,Andhra Pradesh,3966,13684,0.921428571,1.006051437216339,Low
5817,Soyabean,2019,Kharif     ,Andhra Pradesh,1354,2367,1.13,1.7481536189069424,Medium
5818,Soyabean,2019,Rabi       ,Andhra Pradesh,24,42,1.39,1.7481536189069424,Medium
5819,Sugarcane,2019,Kharif     ,Andhra Pradesh,85911,6714729,83.44538462,78.15912979711563,Very High
5820,Sunflower,2019,Kharif     ,Andhra Pradesh,1869,1306,1.23,0.6987693953986088,Medium
5821,Sunflower,2019,Rabi       ,Andhra Pradesh,6794,6877,0.967692308,1.0122166617603767,Low
5822,Sweet potato,2019,Kharif     ,Andhra Pradesh,54,895,18.038,16.574074074074073,Very High
5823,Sweet potato,2019,Rabi       ,Andhra Pradesh,360,6271,16.747,17.419444444444444,Very High
5824,Tapioca,2019,Kharif     ,Andhra Pradesh,9378,84845,13.61166667,12.145004294302892,Very High
5825,Tapioca,2019,Rabi       ,Andhra Pradesh,54,512,0.982466216,9.48148148148148,Very High
5826,Tobacco,2019,Kharif     ,Andhra Pradesh,36504,375719,8.732352941,10.292543282927898,Very High
5827,Tobacco,2019,Rabi       ,Andhra Pradesh,78051,165535,2.428181818,2.120856875632599,Medium
5828,Urad,2019,Kharif     ,Andhra Pradesh,15242,14254,0.834615385,0.935179110352972,Low
5829,Urad,2019,Rabi       ,Andhra Pradesh,287929,13684,0.944615385,0.935179110352972,Low
5830,Wheat,2019,Rabi       ,Andhra Pradesh,9378,11,0.155,0.2972972972972973,Low
5831,other oilseeds,2019,Kharif     ,Andhra Pradesh,97782,2262487,16.12818182,23.13807244687161,Very High
5832,Arecanut,2019,Kharif     ,Puducherry,52,13684,1.5,1.5,Medium
5833,Bajra,2019,Kharif     ,Puducherry,14,36,2.57,2.571428571428572,Medium
5834,Bajra,2019,Rabi       ,Puducherry,1,3,3.0,3.0,Medium
5835,Bajra,2019,Summer     ,Puducherry,7,13684,0.982466216,2.571428571428572,Medium
5836,Banana,2019,Kharif     ,Puducherry,273,16637,32.76666667,60.94139194139194,Very High
5837,Black pepper,2019,Kharif     ,Puducherry,11,15,1.36,1.3636363636363635,Medium
5838,Cashewnut,2019,Kharif     ,Puducherry,145,65,0.426666667,0.4482758620689655,Low
5839,Coconut ,2019,Whole Year ,Puducherry,1857,18661000,0.982466216,10049.003769520732,Very High
5840,Cotton(lint),2019,Kharif     ,Puducherry,500,1248,2.745,2.496,Medium
5841,Dry chillies,2019,Kharif     ,Puducherry,2,26,13.0,13.0,Very High
5842,Dry chillies,2019,Rabi       ,Puducherry,9378,41,13.67,13.666666666666666,Very High
5843,Dry chillies,2019,Summer     ,Puducherry,2,26,13.0,13.0,Very High
5844,Groundnut,2019,Kharif     ,Puducherry,1,13684,0.982466216,3.0,Medium
5845,Groundnut,2019,Rabi       ,Puducherry,231,693,3.0,3.0,Medium
5846,Groundnut,2019,Summer     ,Puducherry,21,63,3.0,3.0,Medium
5847,Moong(Green Gram),2019,Rabi       ,Puducherry,12,9,0.75,3.0,Low
5848,Moong(Green Gram),2019,Summer     ,Puducherry,629,156,0.606666667,0.2480127186009539,Low
5849,Onion,2019,Kharif     ,Puducherry,2,10,0.982466216,5.0,High
5850,Onion,2019,Summer     ,Puducherry,1,5,5.0,5.0,High
5851,Other  Rabi pulses,2019,Rabi       ,Puducherry,9378,13684,0.79,0.7924528301886793,Low
5852,Other Kharif pulses,2019,Kharif     ,Puducherry,5,4,0.8,0.8,Low
5853,Other Summer Pulses,2019,Summer     ,Puducherry,9378,17,0.81,0.8095238095238095,Low
5854,Ragi,2019,Kharif     ,Puducherry,9378,77,2.41,2.40625,Medium
5855,Ragi,2019,Rabi       ,Puducherry,4,10,0.982466216,2.5,Medium
5856,Ragi,2019,Summer     ,Puducherry,23,55,2.39,2.391304347826087,Medium
5857,Rice,2019,Kharif     ,Puducherry,4323,15171,3.216666667,3.5093684941013183,High
5858,Rice,2019,Rabi       ,Puducherry,9397,28114,3.883333333,2.991805895498564,High
5859,Rice,2019,Summer     ,Puducherry,4518,16060,3.55,3.5546702080566623,High
5860,Sesamum,2019,Kharif     ,Puducherry,2,2,1.0,1.0,Low
5861,Sesamum,2019,Rabi       ,Puducherry,9378,10,1.0,1.0,Low
5862,Sesamum,2019,Summer     ,Puducherry,203,152,0.57,0.7487684729064039,Low
5863,Small millets,2019,Kharif     ,Puducherry,14,17,1.21,1.2142857142857142,Medium
5864,Sugarcane,2019,Kharif     ,Puducherry,1308,183120,140.0,140.0,Very High
5865,Sweet potato,2019,Kharif     ,Puducherry,5,45,9.0,9.0,Very High
5866,Sweet potato,2019,Rabi       ,Puducherry,1,9,9.0,9.0,Very High
5867,Tapioca,2019,Kharif     ,Puducherry,170,4218,0.982466216,24.81176470588236,Very High
5868,Tapioca,2019,Rabi       ,Puducherry,8,13684,24.5,24.5,Very High
5869,Turmeric,2019,Kharif     ,Puducherry,11,165,15.0,15.0,Very High
5870,Urad,2019,Kharif     ,Puducherry,2,2,1.0,1.0,Low
5871,Urad,2019,Rabi       ,Puducherry,146,146,1.0,1.0,Low
5872,Urad,2019,Summer     ,Puducherry,321,139,0.723333333,0.4330218068535825,Low
5873,Arecanut,2019,Rabi       ,Assam,67223,52124,0.758181818,0.7753893756601163,Low
5874,Arhar/Tur,2019,Kharif     ,Assam,5830,5040,0.865925926,0.8644939965694682,Low
5875,Banana,2019,Whole Year ,Assam,49445,13684,18.07555556,18.33720295277581,Very High
5876,Black pepper,2019,Whole Year ,Assam,3410,13684,2.28962963,2.247507331378299,Medium
5877,Castor seed,2019,Kharif     ,Assam,748,345,0.632272727,0.4612299465240642,Low
5878,Coconut ,2019,Whole Year ,Assam,20800,148629000,7582.287813,7145.625,Very High
5879,Cotton(lint),2019,Kharif     ,Assam,789,417,0.674444444,0.5285171102661597,Low
5880,Dry chillies,2019,Whole Year ,Assam,19835,19413,0.918888889,0.9787244769347112,Low
5881,Ginger,2019,Whole Year ,Assam,9378,167803,9.395185185,9.434555268188465,Very High
5882,Gram,2019,Rabi       ,Assam,2176,1523,0.648,9.434555268188465,Low
5883,Jute,2019,Kharif     ,Assam,64247,791512,11.66851852,12.319828163182716,Very High
5884,Linseed,2019,Rabi       ,Assam,4885,3039,0.588695652,0.6221084953940634,Low
5885,Maize,2019,Kharif     ,Assam,36636,128036,3.155555556,0.6221084953940634,High
5886,Masoor,2019,Rabi       ,Assam,9378,18434,0.732962963,0.7641986568277921,Low
5887,Mesta,2019,Kharif     ,Assam,3221,20010,6.1756,6.212356411052468,Very High
5888,Moong(Green Gram),2019,Rabi       ,Assam,9378,8163,0.705185185,0.7532527452246932,Low
5889,Niger seed,2019,Kharif     ,Assam,5715,3195,0.545416667,0.5590551181102362,Low
5890,Onion,2019,Whole Year ,Assam,8155,88892,8.022962963,10.900306560392398,Very High
5891,Other  Rabi pulses,2019,Rabi       ,Assam,15006,12467,0.695185185,0.8308010129281621,Low
5892,Peas & beans (Pulses),2019,Rabi       ,Assam,27891,26081,1.035185185,0.9351045140009322,Medium
5893,Potato,2019,Whole Year ,Assam,104750,756222,7.303703704,7.219303102625298,Very High
5894,Rapeseed &Mustard,2019,Rabi       ,Assam,287447,177226,0.583703704,0.6165519208758484,Low
5895,Rice,2019,Autumn     ,Assam,127223,193215,1.464814815,1.5187112393199342,Medium
5896,Rice,2019,Summer     ,Assam,395518,1025571,0.982466216,2.5929818617610323,Medium
5897,Rice,2019,Winter     ,Assam,1878208,3996018,2.137037037,2.127569470473984,Medium
5898,Sesamum,2019,Kharif     ,Assam,12027,8534,0.661481481,0.7095701338654694,Low
5899,Small millets,2019,Kharif     ,Assam,9378,3226,0.5792,0.6189562547966232,Low
5900,Sugarcane,2019,Whole Year ,Assam,29703,1218118,38.92111111,41.00993165673501,Very High
5901,Sweet potato,2019,Whole Year ,Assam,4926,25640,5.578518519,5.205034510759237,High
5902,Tapioca,2019,Whole Year ,Assam,3289,31794,8.9104,9.6667680145941,Very High
5903,Tobacco,2019,Whole Year ,Assam,114,62,0.590909091,0.543859649122807,Low
5904,Turmeric,2019,Whole Year ,Assam,16359,20885,1.284074074,1.276667277950975,Medium
5905,Urad,2019,Rabi       ,Assam,58100,34757,0.618888889,0.5982271944922547,Low
5906,Wheat,2019,Rabi       ,Assam,11336,14430,1.272083333,1.2729357798165135,Medium
5907,Arecanut,2019,Rabi       ,Meghalaya,18231,24032,1.296363636,1.3181942844605343,Medium
5908,Arhar/Tur,2019,Kharif     ,Meghalaya,1186,1540,0.982466216,1.2984822934232716,Medium
5909,Banana,2019,Kharif     ,Meghalaya,7284,94870,10.73090909,13.024437122460188,Very High
5910,Black pepper,2019,Rabi       ,Meghalaya,1046,791,0.764545455,0.7562141491395793,Low
5911,Cashewnut,2019,Rabi       ,Meghalaya,10471,14846,1.402,1.4178206475026265,Medium
5912,Castor seed,2019,Rabi       ,Meghalaya,72,65,1.004,0.9027777777777778,Medium
5913,Coriander,2019,Whole Year ,Meghalaya,490,1925,3.742,3.928571428571429,High
5914,Cotton(lint),2019,Kharif     ,Meghalaya,7245,8697,1.158,1.2004140786749482,Medium
5915,Cowpea(Lobia),2019,Rabi       ,Meghalaya,1681,13684,0.982466216,1.5163593099345627,Medium
5916,Dry chillies,2019,Whole Year ,Meghalaya,2334,2367,1.224545455,1.0141388174807198,Medium
5917,Ginger,2019,Kharif     ,Meghalaya,9378,66379,9.668181818,6.662551440329218,Very High
5918,Gram,2019,Rabi       ,Meghalaya,1869,2004,1.082,1.07223113964687,Medium
5919,Jute,2019,Kharif     ,Meghalaya,9378,68562,0.982466216,10.26377245508982,Very High
5920,Linseed,2019,Rabi       ,Meghalaya,95,13684,0.61,0.6,Low
5921,Maize,2019,Kharif     ,Meghalaya,18174,41760,2.254545455,2.29778804886101,Medium
5922,Masoor,2019,Rabi       ,Meghalaya,1260,1400,1.322857143,1.1111111111111112,Medium
5923,Mesta,2019,Kharif     ,Meghalaya,4480,26455,6.312,5.905133928571429,Very High
5924,Onion,2019,Rabi       ,Meghalaya,561,5037,0.982466216,8.97860962566845,Very High
5925,Peas & beans (Pulses),2019,Rabi       ,Meghalaya,2340,4541,1.804545455,8.97860962566845,Medium
5926,Potato,2019,Summer     ,Meghalaya,12577,143122,8.257272727,11.379661286475311,Very High
5927,Potato,2019,Winter     ,Meghalaya,6366,44226,6.527272727,6.947219604147032,Very High
5928,Rapeseed &Mustard,2019,Rabi       ,Meghalaya,9879,9242,0.890909091,0.9355197894523736,Low
5929,Rice,2019,Autumn     ,Meghalaya,33480,78074,2.510909091,2.3319593787335724,Medium
5930,Rice,2019,Rabi       ,Meghalaya,13628,63081,2.57,4.628778984443792,Medium
5931,Rice,2019,Winter     ,Meghalaya,63889,162321,0.982466216,2.540672103178951,Medium
5932,Sesamum,2019,Rabi       ,Meghalaya,2382,2222,1.04,0.932829554995802,Medium
5933,Small millets,2019,Rabi       ,Meghalaya,2893,2723,1.1,0.94123746975458,Medium
5934,Soyabean,2019,Kharif     ,Meghalaya,1873,3570,2.148181818,1.9060331019754404,Medium
5935,Sugarcane,2019,Whole Year ,Meghalaya,128,384,2.675,3.0,Medium
5936,Sweet potato,2019,Kharif     ,Meghalaya,4734,15842,3.699090909,3.3464300802703844,High
5937,Tapioca,2019,Kharif     ,Meghalaya,5424,35658,7.553636364,3.3464300802703844,Very High
5938,Tobacco,2019,Rabi       ,Meghalaya,803,798,1.056666667,3.3464300802703844,Medium
5939,Turmeric,2019,Whole Year ,Meghalaya,9378,18614,5.923636364,6.246308724832215,High
5940,Wheat,2019,Rabi       ,Meghalaya,464,13684,1.638,1.9353448275862069,Medium
5941,Arecanut,2019,Whole Year ,Goa,1971,3704,0.982466216,1.8792491121258244,Medium
5942,Banana,2019,Whole Year ,Goa,2460,30898,13.095,12.560162601626017,Very High
5943,Black pepper,2019,Whole Year ,Goa,843,315,0.37,0.3736654804270463,Low
5944,Cashewnut,2019,Whole Year ,Goa,56476,28630,0.485,0.3736654804270463,Low
5945,Coconut ,2019,Whole Year ,Goa,26542,167000000,6359.69,6291.914701228242,Very High
5946,Groundnut,2019,Kharif     ,Goa,2,5,2.5,2.5,Medium
5947,Groundnut,2019,Rabi       ,Goa,168,426,2.54,2.5357142857142856,Medium
5948,Other  Rabi pulses,2019,Rabi       ,Goa,4397,3855,0.88,0.8767341369115306,Low
5949,Other Kharif pulses,2019,Kharif     ,Goa,1,0,0.0,0.0,Low
5950,Rice,2019,Kharif     ,Goa,24411,60556,2.475,2.480684937118512,Medium
5951,Rice,2019,Rabi       ,Goa,10287,29819,2.95,2.898707106056188,Medium
5952,Sugarcane,2019,Whole Year ,Goa,811,53708,70.115,66.22441430332923,Very High
5953,Sweet potato,2019,Whole Year ,Goa,66,164,2.53,2.484848484848485,Medium
5954,other oilseeds,2019,Whole Year ,Goa,9378,1865,2.715,2.7266081871345027,Medium
5955,Arecanut,2019,Whole Year ,Karnataka,500522,5409381,0.982466216,10.807478991932422,Very High
5956,Arhar/Tur,2019,Kharif     ,Karnataka,9378,1125991,0.657586207,0.6923257597044742,Low
5957,Bajra,2019,Kharif     ,Karnataka,328048,355678,1.106666667,1.084225479198166,Medium
5958,Bajra,2019,Summer     ,Karnataka,10904,11378,1.038518519,1.043470286133529,Medium
5959,Black pepper,2019,Whole Year ,Karnataka,160774,63026,0.394705882,0.3920161220097777,Low
5960,Cardamom,2019,Whole Year ,Karnataka,1939,13684,0.105238095,0.1552346570397112,Low
5961,Cashewnut,2019,Whole Year ,Karnataka,45546,13684,1.41962963,1.4182584639704914,Medium
5962,Castor seed,2019,Kharif     ,Karnataka,4144,3818,0.904545455,0.9213320463320464,Low
5963,Coconut ,2019,Whole Year ,Karnataka,610324,5030774000,8344.984,8242.79235291419,Very High
5964,Coriander,2019,Whole Year ,Karnataka,608,300,0.48,0.4934210526315789,Low
5965,Cotton(lint),2019,Kharif     ,Karnataka,803067,2319158,2.51,2.8878761049825235,Medium
5966,Cotton(lint),2019,Rabi       ,Karnataka,14393,13684,0.721363636,0.722017647467519,Low
5967,Cowpea(Lobia),2019,Kharif     ,Karnataka,30586,8678,0.299333333,0.2837245798731446,Low
5968,Cowpea(Lobia),2019,Rabi       ,Karnataka,11051,5396,0.458928571,0.4882816034747986,Low
5969,Cowpea(Lobia),2019,Summer     ,Karnataka,9378,983,0.197407407,0.23958079454058,Low
5970,Dry chillies,2019,Kharif     ,Karnataka,74078,13684,1.992352941,1.744620535111639,Medium
5971,Garlic,2019,Whole Year ,Karnataka,1706,8741,5.177727273,5.123681125439625,High
5972,Ginger,2019,Whole Year ,Karnataka,22388,234176,0.982466216,10.45988922637127,Very High
5973,Gram,2019,Rabi       ,Karnataka,908637,674750,0.7125,0.7425957780719914,Low
5974,Groundnut,2019,Kharif     ,Karnataka,413854,369876,0.949285714,0.8937354719297144,Low
5975,Groundnut,2019,Rabi       ,Karnataka,2809,6504,2.31,2.3154147383410466,Medium
5976,Groundnut,2019,Summer     ,Karnataka,113518,127045,1.157307692,1.1191617188463503,Medium
5977,Horse-gram,2019,Kharif     ,Karnataka,93699,71326,0.775185185,0.7612247729431477,Low
5978,Horse-gram,2019,Rabi       ,Karnataka,76212,50531,0.6675,0.6630320684406655,Low
5979,Jowar,2019,Kharif     ,Karnataka,178585,235257,1.383793103,1.3173390822297506,Medium
5980,Jowar,2019,Rabi       ,Karnataka,730334,801928,1.095517241,1.098029120922756,Medium
5981,Jowar,2019,Summer     ,Karnataka,5069,8457,1.702857143,1.098029120922756,Medium
5982,Linseed,2019,Rabi       ,Karnataka,818,399,0.381,0.4877750611246944,Low
5983,Maize,2019,Kharif     ,Karnataka,1355321,4228095,3.572068966,3.1196262730379,High
5984,Maize,2019,Rabi       ,Karnataka,114070,394898,3.466785714,3.461891820811782,High
5985,Maize,2019,Summer     ,Karnataka,31000,122718,0.982466216,3.958645161290322,High
5986,Mesta,2019,Whole Year ,Karnataka,55,0,0.0,0.0,Low
5987,Moong(Green Gram),2019,Kharif     ,Karnataka,392336,138221,0.298461538,0.3523026181640227,Low
5988,Moong(Green Gram),2019,Rabi       ,Karnataka,11109,2731,0.215416667,0.2458367089747052,Low
5989,Moong(Green Gram),2019,Summer     ,Karnataka,310,51,0.088571429,0.164516129032258,Low
5990,Niger seed,2019,Kharif     ,Karnataka,999,245,0.207083333,0.2452452452452452,Low
5991,Onion,2019,Kharif     ,Karnataka,155401,1255733,8.256153846,8.080597936950213,Very High
5992,Onion,2019,Rabi       ,Karnataka,36940,515416,13.21884615,13.952788305360045,Very High
5993,Onion,2019,Summer     ,Karnataka,10300,119070,11.37333333,11.560194174757282,Very High
5994,Other  Rabi pulses,2019,Rabi       ,Karnataka,13219,12415,0.855,0.9391784552538014,Low
5995,Other Kharif pulses,2019,Kharif     ,Karnataka,37740,30652,0.788333333,0.8121886592474827,Low
5996,Potato,2019,Kharif     ,Karnataka,17797,124958,7.178214286,7.021295723998427,Very High
5997,Potato,2019,Rabi       ,Karnataka,4477,69340,15.27291667,15.488050033504578,Very High
5998,Potato,2019,Summer     ,Karnataka,458,7162,15.88222222,15.637554585152838,Very High
5999,Ragi,2019,Kharif     ,Karnataka,625797,1092419,0.982466216,1.745644354319372,Medium
6000,Ragi,2019,Rabi       ,Karnataka,41861,59315,1.409259259,1.4169513389551134,Medium
6001,Ragi,2019,Summer     ,Karnataka,6055,10797,1.806666667,1.7831544178364989,Medium
6002,Rapeseed &Mustard,2019,Kharif     ,Karnataka,230,54,0.166842105,0.2347826086956521,Low
6003,Rice,2019,Kharif     ,Karnataka,964087,3088937,2.924,0.2347826086956521,Medium
6004,Rice,2019,Rabi       ,Karnataka,11266,31038,2.881428571,2.755015089650275,Medium
6005,Rice,2019,Summer     ,Karnataka,272701,827998,2.86862069,3.0362851621372857,Medium
6006,Safflower,2019,Rabi       ,Karnataka,26593,24556,0.8256,0.9234008949723612,Low
6007,Sannhamp,2019,Whole Year ,Karnataka,2081,1238,0.644615385,0.5949062950504566,Low
6008,Sesamum,2019,Kharif     ,Karnataka,30964,26306,0.818888889,0.8495672393747578,Low
6009,Small millets,2019,Kharif     ,Karnataka,52381,38089,0.555357143,0.727152975315477,Low
6010,Soyabean,2019,Kharif     ,Karnataka,336850,378700,1.065555556,1.1242392756419772,Medium
6011,Sugarcane,2019,Whole Year ,Karnataka,428540,36034028,81.45551724,84.08556494142904,Very High
6012,Sunflower,2019,Kharif     ,Karnataka,105942,80163,0.726,0.756668743274622,Low
6013,Sunflower,2019,Rabi       ,Karnataka,25163,13684,0.904210526,0.7272185351508167,Low
6014,Sunflower,2019,Summer     ,Karnataka,4487,13684,1.268181818,1.0851348339647873,Medium
6015,Sweet potato,2019,Whole Year ,Karnataka,5105,98495,18.80518519,19.29382957884427,Very High
6016,Tapioca,2019,Whole Year ,Karnataka,860,13684,12.70956522,12.698837209302326,Very High
6017,Tobacco,2019,Whole Year ,Karnataka,9378,83000,0.883076923,0.8693011028603148,Low
6018,Turmeric,2019,Whole Year ,Karnataka,20740,132668,0.982466216,6.39672131147541,Very High
6019,Urad,2019,Kharif     ,Karnataka,68513,32210,0.384285714,0.4701297563965962,Low
6020,Urad,2019,Rabi       ,Karnataka,2875,1341,0.3375,0.4664347826086956,Low
